"dest","total_arrivals","total_arriving_passengers","year","month"
"APF",16,75,2018,3
"APF",15,49,2018,4
"APF",11,27,2018,5
"APF",8,44,2018,6
"APF",1,5,2018,8
"APF",5,7,2018,11
"APF",2,5,2018,12
"APF",3,4,2019,1
"APF",3,4,2019,2
"APF",9,12,2019,3
"APF",4,3,2019,4
"APF",3,6,2019,5
"APF",2,5,2019,6
"APF",1,0,2019,7
"APF",1,3,2019,9
"APF",3,8,2019,10
"APF",7,19,2019,11
"APF",4,9,2019,12
"APN",70,534,2018,1
"APN",64,625,2018,2
"APN",76,817,2018,3
"APN",62,835,2018,4
"APN",78,941,2018,5
"APN",89,955,2018,6
"APN",87,1219,2018,7
"APN",95,1150,2018,8
"APN",86,901,2018,9
"APN",75,946,2018,10
"APN",77,904,2018,11
"APN",87,1032,2018,12
"APN",72,643,2019,1
"APN",50,524,2019,2
"APN",75,957,2019,3
"APN",72,911,2019,4
"APN",77,1061,2019,5
"APN",87,1110,2019,6
"APN",88,1406,2019,7
"APN",92,1291,2019,8
"APN",84,1008,2019,9
"APN",92,1106,2019,10
"APN",86,1042,2019,11
"APN",84,1083,2019,12
"AQY",104,142,2018,5
"AQY",81,109,2018,6
"AQY",1,0,2018,10
"ARA",1,0,2018,4
"ARA",1,0,2018,7
"ARA",1,0,2018,9
"ARA",1,0,2018,12
"ARA",2,0,2019,2
"ARA",1,0,2019,4
"ARA",1,0,2019,5
"ARA",2,0,2019,7
"ARA",1,0,2019,8
"ARA",1,0,2019,9
"ARB",1,7,2018,10
"ARC",39,135,2018,1
"ARC",40,111,2018,2
"ARC",41,161,2018,3
"ARC",41,163,2018,4
"ARC",50,186,2018,5
"ARC",77,357,2018,6
"ARC",49,151,2018,7
"ARC",77,324,2018,8
"ARC",39,161,2018,9
"ARC",35,133,2018,10
"ARC",39,132,2018,11
"ARC",41,149,2018,12
"ARC",37,138,2019,1
"ARC",44,188,2019,2
"ARC",33,120,2019,3
"ARC",40,163,2019,4
"ARC",42,183,2019,5
"ARC",78,359,2019,6
"ARC",60,205,2019,7
"ARC",69,250,2019,8
"ARC",45,151,2019,9
"ARC",51,173,2019,10
"ARC",51,149,2019,11
"ARC",47,153,2019,12
"ART",46,1434,2018,1
"ART",44,1585,2018,2
"ART",47,1713,2018,3
"ART",50,1495,2018,4
"ART",55,1870,2018,5
"ART",57,2236,2018,6
"ART",59,2407,2018,7
"ART",61,2622,2018,8
"ART",59,2123,2018,9
"ART",59,2001,2018,10
"ART",51,1759,2018,11
"ART",59,1993,2018,12
"ART",46,1554,2019,1
"ART",44,1382,2019,2
"ART",60,2167,2019,3
"ART",57,1963,2019,4
"ART",59,1799,2019,5
"ART",59,1713,2019,6
"ART",58,2052,2019,7
"ART",63,2277,2019,8
"ART",54,1844,2019,9
"ART",55,1876,2019,10
"ART",54,1758,2019,11
"ART",67,2285,2019,12
"ARV",1,5,2018,7
"ARV",1,0,2018,8
"ASE",940,31924,2018,1
"ASE",815,34603,2018,2
"ASE",1044,41591,2018,3
"ASE",388,11441,2018,4
"ASE",245,10397,2018,5
"ASE",501,23776,2018,6
"ASE",451,22290,2018,7
"ASE",693,25751,2018,8
"ASE",375,16938,2018,9
"ASE",276,12063,2018,10
"ASE",253,12042,2018,11
"ASE",672,37256,2018,12
"ASE",928,35622,2019,1
"ASE",826,37154,2019,2
"ASE",852,40534,2019,3
"ASE",270,12102,2019,4
"ASE",233,11706,2019,5
"ASE",508,25115,2019,6
"ASE",627,31791,2019,7
"ASE",582,28796,2019,8
"ASE",396,18489,2019,9
"ASE",259,12335,2019,10
"ASE",189,9748,2019,11
"ASE",639,36779,2019,12
"ASH",1,2,2018,8
"ASH",1,1,2019,2
"ASH",1,2,2019,3
"ASL",1,1,2018,1
"ASN",2,1,2018,3
"ASN",1,0,2018,8
"ASN",3,0,2018,10
"ASN",1,0,2018,11
"ASN",3,8,2019,2
"ASN",2,14,2019,4
"ASN",2,0,2019,6
"ASN",4,1,2019,10
"ASN",1,0,2019,11
"AST",1,0,2018,7
"AST",1,0,2019,5
"ATK",69,277,2018,1
"ATK",42,175,2018,2
"ATK",74,251,2018,3
"ATK",75,253,2018,4
"ATK",77,299,2018,5
"ATK",87,305,2018,6
"ATK",82,328,2018,7
"ATK",85,300,2018,8
"ATK",59,251,2018,9
"ATK",77,313,2018,10
"ATK",79,263,2018,11
"ATK",77,300,2018,12
"ATK",76,292,2019,1
"ATK",79,303,2019,2
"ATK",85,263,2019,3
"ATK",80,274,2019,4
"ATK",69,274,2019,5
"ATK",108,379,2019,6
"ATK",98,351,2019,7
"ATK",107,473,2019,8
"ATK",93,383,2019,9
"ATK",88,274,2019,10
"ATK",78,256,2019,11
"ATK",72,204,2019,12
"ATL",30509,3286051,2018,1
"ATL",28624,3237289,2018,2
"ATL",34128,4000972,2018,3
"ATL",33273,3875370,2018,4
"ATL",34458,4067465,2018,5
"ATL",34367,4063986,2018,6
"ATL",35257,4208669,2018,7
"ATL",35645,4129816,2018,8
"ATL",32031,3597526,2018,9
"ATL",33831,4042136,2018,10
"ATL",31911,3930021,2018,11
"ATL",32080,3721578,2018,12
"ATL",31520,3469043,2019,1
"ATL",28626,3285268,2019,2
"ATL",34551,4141253,2019,3
"ATL",33435,3997870,2019,4
"ATL",34962,4227317,2019,5
"ATL",34729,4256904,2019,6
"ATL",35737,4393091,2019,7
"ATL",36022,4235369,2019,8
"ATL",32451,3772473,2019,9
"ATL",34434,4169432,2019,10
"ATL",31962,3807767,2019,11
"ATL",33197,3942272,2019,12
"ATO",1,5,2018,4
"ATO",1,0,2018,6
"ATO",1,0,2018,7
"ATS",1,0,2018,2
"ATS",1,0,2019,2
"ATT",131,245,2018,1
"ATT",98,175,2018,2
"ATT",104,260,2018,3
"ATT",153,314,2018,4
"ATT",152,281,2018,5
"ATT",140,295,2018,6
"ATT",203,308,2018,7
"ATT",173,344,2018,8
"ATT",221,348,2018,9
"ATT",235,560,2018,10
"ATT",87,217,2018,11
"ATT",150,295,2018,12
"ATT",111,180,2019,1
"ATT",115,207,2019,2
"ATT",199,437,2019,3
"ATT",220,455,2019,4
"ATT",215,398,2019,5
"ATT",91,200,2019,6
"ATT",158,298,2019,7
"ATT",210,369,2019,8
"ATT",206,393,2019,9
"ATT",214,487,2019,10
"ATT",143,367,2019,11
"ATT",132,270,2019,12
"ATW",481,22488,2018,1
"ATW",428,22674,2018,2
"ATW",517,28582,2018,3
"ATW",543,29256,2018,4
"ATW",597,28547,2018,5
"ATW",588,30908,2018,6
"ATW",590,31155,2018,7
"ATW",596,32378,2018,8
"ATW",561,27861,2018,9
"ATW",618,30363,2018,10
"ATW",582,30341,2018,11
"ATW",619,31835,2018,12
"ATW",554,26551,2019,1
"ATW",487,25066,2019,2
"ATW",642,36653,2019,3
"ATW",606,33902,2019,4
"ATW",618,32618,2019,5
"ATW",591,33226,2019,6
"ATW",608,34859,2019,7
"ATW",609,34303,2019,8
"ATW",564,29315,2019,9
"ATW",615,32820,2019,10
"ATW",572,30245,2019,11
"ATW",621,33268,2019,12
"ATY",51,983,2018,1
"ATY",48,855,2018,2
"ATY",51,1114,2018,3
"ATY",49,880,2018,4
"ATY",54,1081,2018,5
"ATY",50,1178,2018,6
"ATY",54,1350,2018,7
"ATY",52,1239,2018,8
"ATY",51,941,2018,9
"ATY",52,899,2018,10
"ATY",45,898,2018,11
"ATY",46,597,2019,4
"ATY",56,939,2019,5
"ATY",56,1260,2019,6
"ATY",59,1505,2019,7
"ATY",57,1333,2019,8
"ATY",60,1403,2019,9
"ATY",58,1480,2019,10
"ATY",55,1325,2019,11
"ATY",55,1581,2019,12
"AUG",75,219,2018,1
"AUG",69,236,2018,2
"AUG",80,291,2018,3
"AUG",77,326,2018,4
"AUG",102,473,2018,5
"AUG",119,645,2018,6
"AUG",125,817,2018,7
"AUG",125,743,2018,8
"AUG",123,552,2018,9
"AUG",98,399,2018,10
"AUG",80,276,2018,11
"AUG",85,250,2018,12
"AUG",79,216,2019,1
"AUG",75,231,2019,2
"AUG",89,325,2019,3
"AUG",87,358,2019,4
"AUG",103,452,2019,5
"AUG",119,562,2019,6
"AUG",128,697,2019,7
"AUG",125,771,2019,8
"AUG",121,646,2019,9
"AUG",105,511,2019,10
"AUG",81,341,2019,11
"AUG",80,317,2019,12
"AUK",204,416,2018,1
"AUK",177,362,2018,2
"AUK",184,357,2018,3
"AUK",279,529,2018,4
"AUK",240,412,2018,5
"AUK",226,329,2018,6
"AUK",194,331,2018,7
"AUK",217,368,2018,8
"AUK",191,260,2018,9
"AUK",202,389,2018,10
"AUK",203,429,2018,11
"AUK",198,371,2018,12
"AUK",180,284,2019,1
"AUK",109,218,2019,2
"AUK",234,373,2019,3
"AUK",265,450,2019,4
"AUK",234,482,2019,5
"AUK",201,353,2019,6
"AUK",232,372,2019,7
"AUK",236,382,2019,8
"AUK",260,450,2019,9
"AUK",249,389,2019,10
"AUK",182,319,2019,11
"AUK",200,326,2019,12
"AUO",1,5,2018,2
"AUO",1,7,2018,3
"AUO",1,0,2018,6
"AUS",4903,517441,2018,1
"AUS",4555,492635,2018,2
"AUS",5453,647271,2018,3
"AUS",5606,631785,2018,4
"AUS",5926,675597,2018,5
"AUS",5961,701261,2018,6
"AUS",6079,724376,2018,7
"AUS",6007,696915,2018,8
"AUS",5608,614118,2018,9
"AUS",5906,700052,2018,10
"AUS",5508,661519,2018,11
"AUS",5401,598918,2018,12
"AUS",5213,556975,2019,1
"AUS",4884,543068,2019,2
"AUS",5803,712214,2019,3
"AUS",5683,676847,2019,4
"AUS",6026,737784,2019,5
"AUS",6042,757632,2019,6
"AUS",6309,788928,2019,7
"AUS",6140,754120,2019,8
"AUS",5790,686487,2019,9
"AUS",6236,774578,2019,10
"AUS",5750,694859,2019,11
"AUS",5869,703199,2019,12
"AUW",1,0,2018,12
"AUZ",1,3,2019,2
"AUZ",1,0,2019,10
"AVL",479,31569,2018,1
"AVL",434,31455,2018,2
"AVL",554,39800,2018,3
"AVL",599,43087,2018,4
"AVL",637,49116,2018,5
"AVL",697,53879,2018,6
"AVL",764,58316,2018,7
"AVL",746,53603,2018,8
"AVL",659,43236,2018,9
"AVL",775,61100,2018,10
"AVL",720,56822,2018,11
"AVL",688,50422,2018,12
"AVL",636,42631,2019,1
"AVL",625,42553,2019,2
"AVL",811,60461,2019,3
"AVL",799,62194,2019,4
"AVL",947,71689,2019,5
"AVL",1015,77950,2019,6
"AVL",1029,81342,2019,7
"AVL",1050,76493,2019,8
"AVL",930,67706,2019,9
"AVL",1026,83272,2019,10
"AVL",904,69569,2019,11
"AVL",940,70696,2019,12
"AVP",367,17434,2018,1
"AVP",326,15651,2018,2
"AVP",369,18284,2018,3
"AVP",469,20661,2018,4
"AVP",459,22113,2018,5
"AVP",505,22429,2018,6
"AVP",539,23735,2018,7
"AVP",542,25032,2018,8
"AVP",526,21773,2018,9
"AVP",569,24560,2018,10
"AVP",518,22593,2018,11
"AVP",520,22279,2018,12
"AVP",470,18565,2019,1
"AVP",421,18287,2019,2
"AVP",554,25670,2019,3
"AVP",564,25666,2019,4
"AVP",572,27346,2019,5
"AVP",540,25532,2019,6
"AVP",546,26573,2019,7
"AVP",513,26425,2019,8
"AVP",509,22944,2019,9
"AVP",504,24192,2019,10
"AVP",476,22603,2019,11
"AVP",477,23522,2019,12
"AVW",1,0,2018,3
"AVW",1,2,2019,2
"AVW",4,6,2019,3
"AVW",1,2,2019,4
"AVW",1,5,2019,12
"AWK",2,10,2018,4
"AWK",3,19,2018,8
"AWK",1,0,2018,11
"AWK",1,0,2018,12
"AWM",2,9,2019,2
"AZA",467,61107,2018,1
"AZA",476,64521,2018,2
"AZA",652,88944,2018,3
"AZA",462,56163,2018,4
"AZA",433,57065,2018,5
"AZA",489,63739,2018,6
"AZA",470,70532,2018,7
"AZA",381,54500,2018,8
"AZA",317,45764,2018,9
"AZA",422,62678,2018,10
"AZA",485,66333,2018,11
"AZA",462,69665,2018,12
"AZA",452,71651,2019,1
"AZA",497,77898,2019,2
"AZA",690,107551,2019,3
"AZA",553,70787,2019,4
"AZA",425,63192,2019,5
"AZA",475,71057,2019,6
"AZA",502,81218,2019,7
"AZA",365,56871,2019,8
"AZA",305,46548,2019,9
"AZA",446,69354,2019,10
"AZA",499,67314,2019,11
"AZA",575,84140,2019,12
"AZO",299,9780,2018,1
"AZO",264,9730,2018,2
"AZO",340,12052,2018,3
"AZO",348,13079,2018,4
"AZO",355,13052,2018,5
"AZO",351,13269,2018,6
"AZO",344,12290,2018,7
"AZO",347,13939,2018,8
"AZO",336,11648,2018,9
"AZO",365,14009,2018,10
"AZO",328,12315,2018,11
"AZO",332,12942,2018,12
"AZO",261,9486,2019,1
"AZO",244,9107,2019,2
"AZO",336,12660,2019,3
"AZO",341,13670,2019,4
"AZO",363,14818,2019,5
"AZO",139,5130,2019,6
"AZO",326,13464,2019,7
"AZO",319,13504,2019,8
"AZO",348,13061,2019,9
"AZO",368,14410,2019,10
"AZO",331,12836,2019,11
"AZO",339,13478,2019,12
"BAB",1,22,2018,4
"BAD",1,79,2019,9
"BAF",1,30,2018,1
"BAF",1,2,2018,3
"BAF",1,6,2018,7
"BAF",1,1,2018,8
"BAF",2,149,2018,9
"BAF",1,150,2018,10
"BAF",3,287,2018,11
"BAF",1,1,2019,1
"BAF",1,0,2019,4
"BAF",1,1,2019,8
"BAF",1,140,2019,9
"BBC",9,9,2018,10
"BBD",1,0,2018,10
"BBD",1,0,2019,2
"BBX",4,6,2018,1
"BBX",2,10,2018,2
"BBX",2,3,2018,3
"BBX",1,2,2018,8
"BBX",2,9,2018,9
"BBX",3,10,2018,10
"BBX",1,3,2019,4
"BBX",2,11,2019,6
"BBX",1,2,2019,7
"BBX",1,5,2019,11
"BCB",1,2,2018,2
"BCE",1,2,2018,5
"BCE",3,41,2018,9
"BCE",1,0,2018,10
"BCE",1,3,2019,5
"BCE",1,6,2019,9
"BCE",1,3,2019,10
"BCT",3,5,2018,1
"BCT",8,46,2018,2
"BCT",6,16,2018,3
"BCT",10,14,2018,4
"BCT",2,3,2018,6
"BCT",2,14,2018,7
"BCT",1,2,2018,9
"BCT",1,2,2018,10
"BCT",2,8,2018,11
"BCT",4,12,2018,12
"BCT",3,3,2019,1
"BCT",9,33,2019,2
"BCT",11,37,2019,3
"BCT",4,2,2019,4
"BCT",2,0,2019,5
"BCT",1,3,2019,8
"BCT",1,7,2019,11
"BCT",5,51,2019,12
"BDE",1,0,2018,9
"BDL",2699,222103,2018,1
"BDL",2567,221440,2018,2
"BDL",2805,267646,2018,3
"BDL",2954,282783,2018,4
"BDL",2965,282487,2018,5
"BDL",2857,271274,2018,6
"BDL",2919,293149,2018,7
"BDL",3073,306259,2018,8
"BDL",2729,244394,2018,9
"BDL",2928,280779,2018,10
"BDL",2868,275607,2018,11
"BDL",2921,258105,2018,12
"BDL",2712,226507,2019,1
"BDL",2515,224488,2019,2
"BDL",3024,286441,2019,3
"BDL",3040,300676,2019,4
"BDL",3004,301645,2019,5
"BDL",2804,282793,2019,6
"BDL",2819,287160,2019,7
"BDL",2866,295561,2019,8
"BDL",2683,248491,2019,9
"BDL",2826,275368,2019,10
"BDL",2814,265115,2019,11
"BDL",2860,269878,2019,12
"BDR",13,7,2018,1
"BDR",13,2,2018,2
"BDR",14,2,2018,3
"BDR",13,0,2018,4
"BDR",14,4,2018,5
"BDR",17,3,2018,6
"BDR",17,6,2018,7
"BDR",21,10,2018,8
"BDR",17,5,2018,9
"BDR",19,4,2018,10
"BDR",16,0,2018,11
"BDR",15,0,2018,12
"BDR",15,0,2019,1
"BDR",14,0,2019,2
"BDR",15,0,2019,3
"BDR",18,1,2019,4
"BDR",17,0,2019,5
"BDR",16,5,2019,6
"BDR",23,27,2019,7
"BDR",21,11,2019,8
"BDR",18,8,2019,9
"BDR",18,1,2019,10
"BDR",15,0,2019,11
"BDR",17,2,2019,12
"BED",33,623,2018,1
"BED",33,527,2018,2
"BED",31,328,2018,3
"BED",25,330,2018,4
"BED",22,331,2018,5
"BED",19,64,2018,6
"BED",8,23,2018,7
"BED",12,31,2018,8
"BED",21,462,2018,9
"BED",27,885,2018,10
"BED",37,1424,2018,11
"BED",18,312,2018,12
"BED",35,1866,2019,1
"BED",23,484,2019,2
"BED",22,335,2019,3
"BED",22,360,2019,4
"BED",17,136,2019,5
"BED",26,201,2019,6
"BED",18,256,2019,7
"BED",20,365,2019,8
"BED",26,744,2019,9
"BED",36,829,2019,10
"BED",29,964,2019,11
"BED",40,643,2019,12
"BEH",1,0,2018,5
"BET",2772,12477,2018,1
"BET",2074,9702,2018,2
"BET",2585,12067,2018,3
"BET",3141,13684,2018,4
"BET",3311,15077,2018,5
"BET",3086,13572,2018,6
"BET",3613,14247,2018,7
"BET",3546,15648,2018,8
"BET",3468,13495,2018,9
"BET",3856,16541,2018,10
"BET",2237,11862,2018,11
"BET",3037,12721,2018,12
"BET",2234,10716,2019,1
"BET",1968,9212,2019,2
"BET",3468,14395,2019,3
"BET",3793,15524,2019,4
"BET",3469,15631,2019,5
"BET",2562,12574,2019,6
"BET",3308,14231,2019,7
"BET",3566,15328,2019,8
"BET",3592,14336,2019,9
"BET",3634,15420,2019,10
"BET",2670,12276,2019,11
"BET",2963,13907,2019,12
"BFB",2,4,2018,1
"BFB",1,3,2018,7
"BFB",1,1,2018,12
"BFB",1,1,2019,5
"BFB",1,0,2019,9
"BFB",1,2,2019,12
"BFD",83,226,2018,1
"BFD",83,276,2018,2
"BFD",88,291,2018,3
"BFD",98,297,2018,4
"BFD",103,304,2018,5
"BFD",102,291,2018,6
"BFD",107,430,2018,7
"BFD",105,442,2018,8
"BFD",97,372,2018,9
"BFD",102,377,2018,10
"BFD",84,340,2018,11
"BFD",100,290,2018,12
"BFD",88,227,2019,1
"BFD",77,193,2019,2
"BFD",103,315,2019,3
"BFD",102,269,2019,4
"BFD",107,316,2019,5
"BFD",101,323,2019,6
"BFD",108,444,2019,7
"BFD",107,427,2019,8
"BFD",103,415,2019,9
"BFD",103,426,2019,10
"BFD",94,350,2019,11
"BFD",94,321,2019,12
"BFF",33,204,2018,1
"BFF",69,536,2018,2
"BFF",83,926,2018,3
"BFF",81,1309,2018,4
"BFF",86,1922,2018,5
"BFF",89,1950,2018,6
"BFF",81,1830,2018,7
"BFF",99,2225,2018,8
"BFF",80,1191,2018,9
"BFF",89,1305,2018,10
"BFF",86,1593,2018,11
"BFF",78,1487,2018,12
"BFF",82,1247,2019,1
"BFF",71,1449,2019,2
"BFF",71,1119,2019,3
"BFF",80,1338,2019,4
"BFF",94,2094,2019,5
"BFF",91,3911,2019,6
"BFF",100,3751,2019,7
"BFF",94,2320,2019,8
"BFF",84,1729,2019,9
"BFF",86,1631,2019,10
"BFF",74,1379,2019,11
"BFF",86,1619,2019,12
"BFI",299,595,2018,1
"BFI",285,613,2018,2
"BFI",313,992,2018,3
"BFI",292,918,2018,4
"BFI",382,1479,2018,5
"BFI",411,1519,2018,6
"BFI",505,2085,2018,7
"BFI",511,2221,2018,8
"BFI",380,2132,2018,9
"BFI",331,1270,2018,10
"BFI",385,1468,2018,11
"BFI",398,480,2018,12
"BFI",299,1002,2019,1
"BFI",226,383,2019,2
"BFI",293,970,2019,3
"BFI",309,1633,2019,4
"BFI",384,1372,2019,5
"BFI",540,1897,2019,6
"BFI",555,2193,2019,7
"BFI",595,2562,2019,8
"BFI",383,1806,2019,9
"BFI",346,1491,2019,10
"BFI",295,1316,2019,11
"BFI",467,1384,2019,12
"BFK",1,0,2018,5
"BFK",1,1,2019,3
"BFL",221,6949,2018,1
"BFL",201,7343,2018,2
"BFL",235,8405,2018,3
"BFL",246,8809,2018,4
"BFL",259,9959,2018,5
"BFL",249,9282,2018,6
"BFL",248,9182,2018,7
"BFL",258,9224,2018,8
"BFL",237,8761,2018,9
"BFL",260,10053,2018,10
"BFL",240,9736,2018,11
"BFL",237,9210,2018,12
"BFL",226,8315,2019,1
"BFL",200,7707,2019,2
"BFL",258,10528,2019,3
"BFL",255,10618,2019,4
"BFL",259,11242,2019,5
"BFL",241,10366,2019,6
"BFL",255,11289,2019,7
"BFL",258,11529,2019,8
"BFL",242,10556,2019,9
"BFL",261,12321,2019,10
"BFL",248,11710,2019,11
"BFL",284,12615,2019,12
"BFM",39,0,2018,1
"BFM",47,3,2018,2
"BFM",47,0,2018,3
"BFM",41,0,2018,4
"BFM",51,23,2018,5
"BFM",45,0,2018,6
"BFM",40,0,2018,7
"BFM",46,0,2018,8
"BFM",44,580,2018,9
"BFM",48,160,2018,10
"BFM",47,270,2018,11
"BFM",56,0,2018,12
"BFM",48,91,2019,1
"BFM",41,0,2019,2
"BFM",48,3,2019,3
"BFM",42,0,2019,4
"BFM",68,2397,2019,5
"BFM",65,3028,2019,6
"BFM",66,3687,2019,7
"BFM",67,3034,2019,8
"BFM",61,2470,2019,9
"BFM",70,3336,2019,10
"BFM",62,2427,2019,11
"BFM",69,1626,2019,12
"BFP",1,2,2018,2
"BFT",1,2,2018,11
"BFT",1,7,2019,2
"BFT",1,4,2019,4
"BGD",2,11,2019,1
"BGD",1,7,2019,5
"BGD",1,2,2019,9
"BGD",1,4,2019,12
"BGE",1,2,2018,12
"BGM",56,1959,2018,1
"BGM",50,1852,2018,2
"BGM",81,2699,2018,3
"BGM",86,3017,2018,4
"BGM",91,3580,2018,5
"BGM",78,3098,2018,6
"BGM",71,2898,2018,7
"BGM",87,3629,2018,8
"BGM",85,3218,2018,9
"BGM",90,3721,2018,10
"BGM",81,3245,2018,11
"BGM",68,2760,2018,12
"BGM",56,1900,2019,1
"BGM",52,1890,2019,2
"BGM",88,3028,2019,3
"BGM",87,3266,2019,4
"BGM",89,3738,2019,5
"BGM",85,3567,2019,6
"BGM",68,2878,2019,7
"BGM",88,3876,2019,8
"BGM",87,3434,2019,9
"BGM",89,3718,2019,10
"BGM",83,3115,2019,11
"BGM",80,3052,2019,12
"BGR",388,15432,2018,1
"BGR",368,17032,2018,2
"BGR",366,22352,2018,3
"BGR",422,23503,2018,4
"BGR",454,25028,2018,5
"BGR",597,34341,2018,6
"BGR",627,37367,2018,7
"BGR",637,36061,2018,8
"BGR",610,29439,2018,9
"BGR",573,26739,2018,10
"BGR",403,18658,2018,11
"BGR",364,15804,2018,12
"BGR",327,13271,2019,1
"BGR",333,15248,2019,2
"BGR",417,22102,2019,3
"BGR",395,22764,2019,4
"BGR",465,24919,2019,5
"BGR",594,32405,2019,6
"BGR",652,37729,2019,7
"BGR",660,36729,2019,8
"BGR",617,30489,2019,9
"BGR",618,28612,2019,10
"BGR",457,18394,2019,11
"BGR",396,17655,2019,12
"BHB",78,229,2018,1
"BHB",79,266,2018,2
"BHB",81,336,2018,3
"BHB",86,425,2018,4
"BHB",90,567,2018,5
"BHB",32,240,2018,6
"BHB",94,1588,2018,7
"BHB",96,1790,2018,8
"BHB",91,740,2018,9
"BHB",93,610,2018,10
"BHB",86,375,2018,11
"BHB",87,383,2018,12
"BHB",87,310,2019,1
"BHB",79,299,2019,2
"BHB",92,411,2019,3
"BHB",85,456,2019,4
"BHB",97,739,2019,5
"BHB",90,1286,2019,6
"BHB",90,1892,2019,7
"BHB",96,1867,2019,8
"BHB",93,642,2019,9
"BHB",91,562,2019,10
"BHB",88,410,2019,11
"BHB",76,422,2019,12
"BHM",1553,100612,2018,1
"BHM",1436,97962,2018,2
"BHM",1709,121357,2018,3
"BHM",1739,123324,2018,4
"BHM",1844,135059,2018,5
"BHM",1863,139391,2018,6
"BHM",1899,138176,2018,7
"BHM",1884,126783,2018,8
"BHM",1753,121158,2018,9
"BHM",1851,138946,2018,10
"BHM",1781,133763,2018,11
"BHM",1766,122852,2018,12
"BHM",1708,114742,2019,1
"BHM",1561,107899,2019,2
"BHM",1824,134792,2019,3
"BHM",1797,129789,2019,4
"BHM",1857,138748,2019,5
"BHM",1835,141936,2019,6
"BHM",1863,141576,2019,7
"BHM",1874,128110,2019,8
"BHM",1776,124198,2019,9
"BHM",1882,140503,2019,10
"BHM",1786,129982,2019,11
"BHM",1767,126898,2019,12
"BID",151,539,2018,1
"BID",136,478,2018,2
"BID",169,635,2018,3
"BID",227,899,2018,4
"BID",316,1458,2018,5
"BID",365,1580,2018,6
"BID",678,3318,2018,7
"BID",651,3435,2018,8
"BID",478,1930,2018,9
"BID",332,1369,2018,10
"BID",281,1124,2018,11
"BID",226,884,2018,12
"BID",203,718,2019,1
"BID",185,715,2019,2
"BID",226,891,2019,3
"BID",215,886,2019,4
"BID",399,1614,2019,5
"BID",388,1702,2019,6
"BID",636,3323,2019,7
"BID",627,3146,2019,8
"BID",517,2433,2019,9
"BID",300,1157,2019,10
"BID",251,1035,2019,11
"BID",175,676,2019,12
"BIF",1,69,2018,1
"BIF",3,174,2018,3
"BIF",2,119,2018,4
"BIF",18,277,2018,8
"BIF",4,261,2018,9
"BIF",6,532,2018,10
"BIF",1,100,2018,12
"BIF",1,0,2019,2
"BIF",1,121,2019,3
"BIF",0,0,2019,4
"BIF",5,582,2019,7
"BIF",20,1689,2019,8
"BIF",5,362,2019,9
"BIF",2,196,2019,10
"BIF",2,3,2019,11
"BIF",2,205,2019,12
"BIG",1,1,2018,8
"BIH",16,0,2018,1
"BIH",16,0,2018,2
"BIH",17,0,2018,3
"BIH",16,0,2018,4
"BIH",19,0,2018,5
"BIH",17,0,2018,6
"BIH",16,0,2018,7
"BIH",18,0,2018,8
"BIH",15,0,2018,9
"BIH",18,0,2018,10
"BIH",19,0,2018,11
"BIH",17,0,2018,12
"BIH",16,0,2019,1
"BIH",15,0,2019,2
"BIH",17,0,2019,3
"BIH",17,0,2019,4
"BIH",19,0,2019,5
"BIH",16,0,2019,6
"BIH",18,0,2019,7
"BIH",19,4,2019,8
"BIH",16,4,2019,9
"BIH",19,0,2019,10
"BIH",14,0,2019,11
"BIH",17,0,2019,12
"BIL",895,28562,2018,1
"BIL",829,29418,2018,2
"BIL",915,35223,2018,3
"BIL",904,33811,2018,4
"BIL",938,38737,2018,5
"BIL",955,42978,2018,6
"BIL",1044,46536,2018,7
"BIL",1010,44178,2018,8
"BIL",868,35180,2018,9
"BIL",941,36686,2018,10
"BIL",903,34947,2018,11
"BIL",970,37699,2018,12
"BIL",930,30280,2019,1
"BIL",766,29757,2019,2
"BIL",914,36479,2019,3
"BIL",920,34594,2019,4
"BIL",954,39768,2019,5
"BIL",1056,46289,2019,6
"BIL",1126,48472,2019,7
"BIL",1068,45479,2019,8
"BIL",920,38335,2019,9
"BIL",959,37761,2019,10
"BIL",885,35202,2019,11
"BIL",1044,42970,2019,12
"BIS",377,20848,2018,1
"BIS",351,19947,2018,2
"BIS",417,23494,2018,3
"BIS",429,24291,2018,4
"BIS",448,23418,2018,5
"BIS",482,26138,2018,6
"BIS",488,25470,2018,7
"BIS",507,24596,2018,8
"BIS",455,22069,2018,9
"BIS",473,24935,2018,10
"BIS",432,23463,2018,11
"BIS",455,25627,2018,12
"BIS",426,22480,2019,1
"BIS",401,23472,2019,2
"BIS",505,29413,2019,3
"BIS",483,26400,2019,4
"BIS",481,26083,2019,5
"BIS",480,28981,2019,6
"BIS",492,28044,2019,7
"BIS",497,25871,2019,8
"BIS",472,24070,2019,9
"BIS",486,25815,2019,10
"BIS",453,23570,2019,11
"BIS",483,27813,2019,12
"BJC",3,51,2018,1
"BJC",2,4,2018,3
"BJC",1,8,2018,7
"BJC",1,8,2018,8
"BJC",1,1,2018,9
"BJC",3,153,2018,10
"BJC",6,328,2018,11
"BJC",1,5,2018,12
"BJC",4,52,2019,2
"BJC",1,10,2019,3
"BJC",1,1,2019,5
"BJC",1,0,2019,6
"BJC",2,0,2019,7
"BJC",1,4,2019,9
"BJC",1,5,2019,10
"BJC",4,201,2019,11
