"origin","total_departures","total_departing_passengers","year","month"
"GRB",526,27049,2018,6
"GRB",536,28431,2018,7
"GRB",535,29701,2018,8
"GRB",503,27496,2018,9
"GRB",604,29961,2018,10
"GRB",524,25690,2018,11
"GRB",548,25971,2018,12
"GRB",427,22204,2019,1
"GRB",375,20539,2019,2
"GRB",524,29153,2019,3
"GRB",540,27534,2019,4
"GRB",547,29202,2019,5
"GRB",544,30749,2019,6
"GRB",540,31051,2019,7
"GRB",560,33528,2019,8
"GRB",582,33483,2019,9
"GRB",601,34353,2019,10
"GRB",535,27811,2019,11
"GRB",530,29011,2019,12
"GRI",102,5283,2018,1
"GRI",91,4624,2018,2
"GRI",106,5266,2018,3
"GRI",102,4843,2018,4
"GRI",111,5185,2018,5
"GRI",124,5172,2018,6
"GRI",123,5344,2018,7
"GRI",124,5189,2018,8
"GRI",115,5069,2018,9
"GRI",110,5615,2018,10
"GRI",113,5565,2018,11
"GRI",116,6173,2018,12
"GRI",124,5386,2019,1
"GRI",113,5863,2019,2
"GRI",124,6506,2019,3
"GRI",112,5369,2019,4
"GRI",127,6067,2019,5
"GRI",126,6151,2019,6
"GRI",124,6387,2019,7
"GRI",128,5647,2019,8
"GRI",121,5485,2019,9
"GRI",123,5629,2019,10
"GRI",112,5427,2019,11
"GRI",125,6605,2019,12
"GRK",238,10566,2018,1
"GRK",211,10184,2018,2
"GRK",228,9644,2018,3
"GRK",226,9922,2018,4
"GRK",231,10351,2018,5
"GRK",281,12115,2018,6
"GRK",295,12956,2018,7
"GRK",295,12662,2018,8
"GRK",265,12231,2018,9
"GRK",260,11478,2018,10
"GRK",258,11675,2018,11
"GRK",224,10351,2018,12
"GRK",250,10432,2019,1
"GRK",227,10171,2019,2
"GRK",283,12994,2019,3
"GRK",267,12129,2019,4
"GRK",310,13363,2019,5
"GRK",285,13305,2019,6
"GRK",324,13238,2019,7
"GRK",349,15282,2019,8
"GRK",280,11197,2019,9
"GRK",274,12620,2019,10
"GRK",284,12044,2019,11
"GRK",278,12617,2019,12
"GRR",1749,124748,2018,1
"GRR",1665,129686,2018,2
"GRR",1924,153188,2018,3
"GRR",1748,123904,2018,4
"GRR",1759,129618,2018,5
"GRR",1844,139974,2018,6
"GRR",1908,147385,2018,7
"GRR",1951,148492,2018,8
"GRR",1833,131009,2018,9
"GRR",1950,144515,2018,10
"GRR",1863,135875,2018,11
"GRR",1957,139254,2018,12
"GRR",1781,132657,2019,1
"GRR",1686,141639,2019,2
"GRR",2128,175001,2019,3
"GRR",1986,134438,2019,4
"GRR",1927,144677,2019,5
"GRR",1928,153062,2019,6
"GRR",1967,161240,2019,7
"GRR",2026,156539,2019,8
"GRR",1855,143508,2019,9
"GRR",2021,157989,2019,10
"GRR",1929,142776,2019,11
"GRR",2043,157432,2019,12
"GSB",1,8,2018,5
"GSH",1,0,2018,8
"GSO",1430,62905,2018,1
"GSO",1354,63651,2018,2
"GSO",1583,74195,2018,3
"GSO",1606,79325,2018,4
"GSO",1659,83280,2018,5
"GSO",1613,81175,2018,6
"GSO",1655,81742,2018,7
"GSO",1698,81699,2018,8
"GSO",1649,72308,2018,9
"GSO",1885,94376,2018,10
"GSO",1794,89574,2018,11
"GSO",1647,81910,2018,12
"GSO",1723,73392,2019,1
"GSO",1588,69855,2019,2
"GSO",1804,88261,2019,3
"GSO",1879,97471,2019,4
"GSO",1941,95941,2019,5
"GSO",1873,96600,2019,6
"GSO",1854,94279,2019,7
"GSO",1880,97510,2019,8
"GSO",1805,88498,2019,9
"GSO",1949,100334,2019,10
"GSO",1851,91810,2019,11
"GSO",1839,92046,2019,12
"GSP",1274,74878,2018,1
"GSP",1160,71343,2018,2
"GSP",1329,87931,2018,3
"GSP",1370,89251,2018,4
"GSP",1424,97972,2018,5
"GSP",1375,99798,2018,6
"GSP",1438,101248,2018,7
"GSP",1523,102809,2018,8
"GSP",1511,96449,2018,9
"GSP",1617,113337,2018,10
"GSP",1514,107510,2018,11
"GSP",1480,97553,2018,12
"GSP",1466,88404,2019,1
"GSP",1344,82251,2019,2
"GSP",1566,100076,2019,3
"GSP",1532,103052,2019,4
"GSP",1641,113166,2019,5
"GSP",1624,117679,2019,6
"GSP",1640,116686,2019,7
"GSP",1663,111118,2019,8
"GSP",1584,108816,2019,9
"GSP",1663,120745,2019,10
"GSP",1564,109543,2019,11
"GSP",1666,112678,2019,12
"GST",102,197,2018,1
"GST",65,116,2018,2
"GST",102,222,2018,3
"GST",142,306,2018,4
"GST",241,619,2018,5
"GST",325,2144,2018,6
"GST",382,2976,2018,7
"GST",342,2606,2018,8
"GST",211,719,2018,9
"GST",134,330,2018,10
"GST",107,306,2018,11
"GST",109,267,2018,12
"GST",82,207,2019,1
"GST",99,224,2019,2
"GST",131,318,2019,3
"GST",161,447,2019,4
"GST",258,672,2019,5
"GST",336,2079,2019,6
"GST",333,3064,2019,7
"GST",327,2907,2019,8
"GST",136,667,2019,9
"GST",83,245,2019,10
"GST",64,236,2019,11
"GST",58,141,2019,12
"GTF",391,12206,2018,1
"GTF",350,11530,2018,2
"GTF",435,13697,2018,3
"GTF",421,12779,2018,4
"GTF",453,13977,2018,5
"GTF",488,16415,2018,6
"GTF",502,19252,2018,7
"GTF",515,18633,2018,8
"GTF",444,13997,2018,9
"GTF",449,14227,2018,10
"GTF",433,14633,2018,11
"GTF",443,15571,2018,12
"GTF",406,12702,2019,1
"GTF",362,10981,2019,2
"GTF",426,13797,2019,3
"GTF",434,13643,2019,4
"GTF",444,13801,2019,5
"GTF",558,16346,2019,6
"GTF",508,19288,2019,7
"GTF",516,17986,2019,8
"GTF",432,13396,2019,9
"GTF",486,14174,2019,10
"GTF",449,13581,2019,11
"GTF",457,15604,2019,12
"GTR",79,3018,2018,1
"GTR",79,3219,2018,2
"GTR",97,4249,2018,3
"GTR",87,3876,2018,4
"GTR",90,3974,2018,5
"GTR",86,3870,2018,6
"GTR",89,3790,2018,7
"GTR",89,3772,2018,8
"GTR",89,4277,2018,9
"GTR",92,4455,2018,10
"GTR",87,4053,2018,11
"GTR",79,3619,2018,12
"GTR",84,3391,2019,1
"GTR",80,3461,2019,2
"GTR",92,4148,2019,3
"GTR",88,3807,2019,4
"GTR",92,4251,2019,5
"GTR",107,4533,2019,6
"GTR",108,4302,2019,7
"GTR",116,4649,2019,8
"GTR",106,4616,2019,9
"GTR",116,5350,2019,10
"GTR",111,4735,2019,11
"GTR",107,4418,2019,12
"GTU",1,8,2018,1
"GTY",2,9,2018,3
"GUC",107,6538,2018,1
"GUC",90,5231,2018,2
"GUC",110,5937,2018,3
"GUC",42,1339,2018,4
"GUC",31,867,2018,5
"GUC",54,1700,2018,6
"GUC",96,4100,2018,7
"GUC",82,3379,2018,8
"GUC",34,1496,2018,9
"GUC",31,1204,2018,10
"GUC",29,812,2018,11
"GUC",81,3479,2018,12
"GUC",102,6050,2019,1
"GUC",87,5042,2019,2
"GUC",98,6501,2019,3
"GUC",31,903,2019,4
"GUC",31,767,2019,5
"GUC",76,2130,2019,6
"GUC",90,4160,2019,7
"GUC",79,3477,2019,8
"GUC",57,2059,2019,9
"GUC",33,1148,2019,10
"GUC",26,742,2019,11
"GUC",80,3270,2019,12
"GUF",3,25,2019,4
"GUM",255,13712,2018,1
"GUM",214,11701,2018,2
"GUM",259,15079,2018,3
"GUM",226,13550,2018,4
"GUM",254,14957,2018,5
"GUM",128,14835,2018,6
"GUM",177,15722,2018,7
"GUM",174,15458,2018,8
"GUM",148,12133,2018,9
"GUM",198,10380,2018,10
"GUM",224,11489,2018,11
"GUM",170,13182,2018,12
"GUM",161,14673,2019,1
"GUM",144,11408,2019,2
"GUM",174,13742,2019,3
"GUM",146,13378,2019,4
"GUM",165,14306,2019,5
"GUM",147,15213,2019,6
"GUM",174,16498,2019,7
"GUM",206,16033,2019,8
"GUM",168,11218,2019,9
"GUM",187,11173,2019,10
"GUM",154,11006,2019,11
"GUM",195,13090,2019,12
"GUP",48,0,2018,1
"GUP",33,0,2018,2
"GUP",57,5,2018,3
"GUP",48,0,2018,4
"GUP",50,0,2018,5
"GUP",54,0,2018,6
"GUP",50,0,2018,7
"GUP",50,0,2018,8
"GUP",50,0,2018,9
"GUP",27,0,2018,10
"GUP",48,0,2018,11
"GUP",48,0,2018,12
"GUP",50,0,2019,1
"GUP",48,0,2019,2
"GUP",54,0,2019,3
"GUP",52,0,2019,4
"GUP",52,0,2019,5
"GUP",50,0,2019,6
"GUP",50,0,2019,7
"GUP",56,0,2019,8
"GUP",48,0,2019,9
"GUP",54,0,2019,10
"GUP",50,0,2019,11
"GUP",48,0,2019,12
"GUS",9,0,2018,1
"GUS",7,0,2018,2
"GUS",9,0,2018,3
"GUS",10,0,2018,4
"GUS",7,0,2018,5
"GUS",6,0,2018,6
"GUS",4,0,2018,8
"GUS",8,0,2018,9
"GUS",10,0,2018,10
"GUS",8,0,2018,11
"GUS",4,0,2018,12
"GUS",2,0,2019,1
"GUS",2,0,2019,2
"GVL",2,10,2018,8
"GVL",1,4,2018,10
"GVL",1,0,2019,11
"GVL",1,3,2019,12
"GVQ",2,3,2019,5
"GVQ",1,8,2019,9
"GVQ",1,3,2019,10
"GWO",1,0,2018,12
"GWO",1,6,2019,9
"GWO",0,0,2019,12
"GYR",1,6,2018,3
"GYR",5,8,2018,5
"GYR",3,3,2018,6
"GYR",1,3,2018,7
"GYR",3,14,2018,8
"GYR",1,9,2018,10
"GYR",1,0,2019,2
"GYR",1,1,2019,4
"GYR",1,1,2019,5
"GYY",11,24,2018,1
"GYY",6,0,2018,2
"GYY",7,84,2018,3
"GYY",3,0,2018,4
"GYY",1,0,2018,5
"GYY",10,127,2018,6
"GYY",4,0,2018,7
"GYY",7,0,2018,8
"GYY",6,0,2018,9
"GYY",9,0,2018,10
"GYY",6,15,2018,11
"GYY",8,5,2018,12
"GYY",4,0,2019,1
"GYY",8,0,2019,2
"GYY",11,0,2019,3
"GYY",4,0,2019,4
"GYY",2,0,2019,5
"GYY",7,0,2019,6
"GYY",2,0,2019,7
"GYY",5,0,2019,8
"GYY",7,235,2019,9
"GYY",6,0,2019,10
"GYY",6,81,2019,11
"GYY",6,47,2019,12
"HAF",1,1,2018,5
"HAF",1,2,2019,4
"HAO",1,5,2018,4
"HAO",1,1,2019,10
"HAR",2,8,2018,4
"HAR",1,2,2018,8
"HAR",1,1,2019,8
"HBG",2,16,2018,4
"HBG",1,3,2018,11
"HBG",1,2,2019,1
"HBG",1,6,2019,11
"HBG",1,0,2019,12
"HBH",1,0,2019,5
"HBH",1,0,2019,7
"HBH",3,4,2019,8
"HBH",1,2,2019,9
"HCR",67,180,2018,1
"HCR",35,93,2018,2
"HCR",61,113,2018,3
"HCR",71,204,2018,4
"HCR",94,191,2018,5
"HCR",98,204,2018,6
"HCR",86,186,2018,7
"HCR",110,236,2018,8
"HCR",143,281,2018,9
"HCR",100,218,2018,10
"HCR",68,130,2018,11
"HCR",68,151,2018,12
"HCR",70,169,2019,1
"HCR",66,124,2019,2
"HCR",73,177,2019,3
"HCR",74,187,2019,4
"HCR",95,209,2019,5
"HCR",100,189,2019,6
"HCR",78,165,2019,7
"HCR",110,177,2019,8
"HCR",123,217,2019,9
"HCR",84,185,2019,10
"HCR",55,103,2019,11
"HCR",69,102,2019,12
"HDE",1,0,2019,8
"HDN",409,23120,2018,1
"HDN",369,21913,2018,2
"HDN",412,22567,2018,3
"HDN",111,4251,2018,4
"HDN",82,1802,2018,5
"HDN",87,2533,2018,6
"HDN",109,3672,2018,7
"HDN",110,3746,2018,8
"HDN",51,1906,2018,9
"HDN",53,1528,2018,10
"HDN",55,2015,2018,11
"HDN",231,11391,2018,12
"HDN",340,23791,2019,1
"HDN",323,23047,2019,2
"HDN",378,27574,2019,3
"HDN",72,2225,2019,4
"HDN",77,1793,2019,5
"HDN",100,3056,2019,6
"HDN",112,3517,2019,7
"HDN",106,3307,2019,8
"HDN",79,2724,2019,9
"HDN",84,2283,2019,10
"HDN",77,2006,2019,11
"HDN",233,11355,2019,12
"HFD",1,2,2018,2
"HFD",1,1,2018,6
"HFD",1,1,2018,8
"HFD",2,10,2018,9
"HFD",1,2,2019,6
"HFD",1,5,2019,7
"HGR",106,1571,2018,1
"HGR",101,1393,2018,2
"HGR",100,1626,2018,3
"HGR",111,1565,2018,4
"HGR",117,2176,2018,5
"HGR",120,2919,2018,6
"HGR",125,2941,2018,7
"HGR",117,2186,2018,8
"HGR",108,1369,2018,9
"HGR",116,1681,2018,10
"HGR",102,2160,2018,11
"HGR",114,2051,2018,12
"HGR",114,1637,2019,1
"HGR",93,1390,2019,2
"HGR",117,2059,2019,3
"HGR",115,2007,2019,4
"HGR",116,2297,2019,5
"HGR",131,4303,2019,6
"HGR",137,4680,2019,7
"HGR",126,2978,2019,8
"HGR",112,1574,2019,9
"HGR",78,1738,2019,10
"HGR",14,1823,2019,11
"HGR",16,2594,2019,12
"HGZ",1,0,2018,4
"HGZ",1,0,2018,5
"HGZ",1,0,2018,7
"HGZ",1,1,2018,8
"HGZ",2,9,2018,10
"HHH",70,1597,2018,1
"HHH",68,1697,2018,2
"HHH",89,2214,2018,3
"HHH",82,2114,2018,4
"HHH",87,2273,2018,5
"HHH",88,2202,2018,6
"HHH",89,4064,2018,7
"HHH",91,4346,2018,8
"HHH",79,3309,2018,9
"HHH",89,4518,2018,10
"HHH",88,4283,2018,11
"HHH",80,3321,2018,12
"HHH",85,3761,2019,1
"HHH",77,3964,2019,2
"HHH",90,4728,2019,3
"HHH",158,8489,2019,4
"HHH",202,11263,2019,5
"HHH",276,13412,2019,6
"HHH",285,13945,2019,7
"HHH",287,14715,2019,8
"HHH",180,8152,2019,9
"HHH",186,9950,2019,10
"HHH",178,8845,2019,11
"HHH",183,9017,2019,12
"HHR",1,6,2018,2
"HHR",86,340,2018,5
"HHR",157,508,2018,7
"HHR",123,394,2018,8
"HHR",87,313,2018,9
"HHR",123,430,2018,10
"HHR",59,221,2019,1
"HHR",41,171,2019,2
"HHR",82,285,2019,3
"HHR",85,364,2019,4
"HHR",88,357,2019,5
"HHR",87,325,2019,6
"HHR",88,302,2019,7
"HHR",75,268,2019,8
"HHR",75,268,2019,9
"HHR",62,228,2019,10
"HHR",80,266,2019,11
"HHR",87,286,2019,12
"HIB",52,1335,2018,1
"HIB",48,1314,2018,2
"HIB",54,1431,2018,3
"HIB",51,1362,2018,4
"HIB",54,1222,2018,5
"HIB",53,1381,2018,6
"HIB",53,1698,2018,7
"HIB",55,1479,2018,8
"HIB",51,1560,2018,9
"HIB",57,1532,2018,10
"HIB",53,1457,2018,11
"HIB",52,1213,2018,12
"HIB",54,1461,2019,1
"HIB",48,1469,2019,2
"HIB",54,1575,2019,3
"HIB",51,1483,2019,4
"HIB",55,1276,2019,5
"HIB",51,1508,2019,6
"HIB",54,1688,2019,7
"HIB",54,1575,2019,8
"HIB",52,1552,2019,9
"HIB",55,1758,2019,10
"HIB",51,1474,2019,11
"HIB",55,1557,2019,12
"HIE",2,13,2018,9
"HIE",1,2,2019,6
"HIF",1,0,2018,8
"HIF",1,0,2019,10
"HII",43,0,2018,1
"HII",28,0,2018,2
"HII",46,0,2018,3
"HII",38,0,2018,4
"HII",44,0,2018,5
"HII",44,0,2018,6
"HII",44,0,2018,7
"HII",46,0,2018,8
"HII",40,0,2018,9
"HII",24,0,2018,10
"HII",42,0,2018,11
"HII",40,0,2018,12
"HII",44,0,2019,1
"HII",42,0,2019,2
"HII",46,0,2019,3
"HII",42,0,2019,4
"HII",44,0,2019,5
"HII",42,0,2019,6
"HII",42,0,2019,7
"HII",49,4,2019,8
"HII",37,4,2019,9
"HII",47,3,2019,10
"HII",42,0,2019,11
"HII",40,0,2019,12
"HIK",1,0,2018,1
"HIK",1,0,2018,2
"HIK",1,0,2018,4
"HIK",1,0,2018,6
"HIK",2,19,2018,8
"HIK",1,0,2018,11
"HIK",2,0,2019,2
"HIK",1,0,2019,7
"HIK",7,0,2019,10
"HIK",2,0,2019,11
"HIO",1,5,2018,1
"HIO",99,4,2018,8
"HIO",3,4,2019,10
"HIO",1,3,2019,11
"HIO",1,2,2019,12
"HKB",6,9,2018,1
"HKB",4,4,2018,2
"HKB",4,15,2018,4
"HKB",7,9,2018,5
"HKB",11,16,2018,6
"HKB",12,23,2018,7
"HKB",11,18,2018,8
"HKB",10,17,2018,9
"HKB",12,21,2018,10
"HKB",7,9,2018,11
"HKB",12,20,2018,12
"HKB",8,15,2019,1
"HKB",6,8,2019,2
"HKB",12,20,2019,3
"HKB",13,32,2019,4
"HKB",6,8,2019,5
"HKB",14,25,2019,6
"HKB",6,9,2019,8
"HKB",8,18,2019,9
"HKB",6,12,2019,10
"HKB",14,16,2019,11
"HKB",18,20,2019,12
"HKS",3,0,2018,2
"HKS",1,2,2018,4
"HKS",2,0,2018,6
"HKS",1,0,2018,8
"HKS",1,0,2018,10
"HKS",2,0,2018,11
"HKS",1,0,2019,9
"HKS",1,0,2019,10
"HKS",1,0,2019,11
"HKY",3,0,2018,4
"HKY",3,0,2018,6
"HKY",3,0,2018,7
"HKY",6,147,2018,8
"HKY",1,149,2018,9
"HKY",2,149,2018,10
"HKY",3,300,2018,11
"HKY",5,173,2018,12
"HKY",1,11,2019,1
"HKY",1,0,2019,3
"HKY",1,0,2019,7
"HKY",1,0,2019,8
"HKY",3,307,2019,10
"HKY",2,143,2019,11
"HKY",4,168,2019,12
"HLG",1,6,2019,2
"HLI",1,0,2018,6
"HLI",1,0,2019,8
"HLM",1,0,2018,2
"HLM",1,0,2018,5
"HLM",2,0,2018,7
"HLM",2,0,2018,8
"HLM",1,0,2018,9
"HLM",1,0,2019,8
"HLM",2,0,2019,9
"HLM",1,0,2019,10
"HLM",1,0,2019,12
"HLN",152,7623,2018,1
"HLN",149,7641,2018,2
"HLN",178,9469,2018,3
"HLN",176,8704,2018,4
"HLN",182,9616,2018,5
"HLN",202,9994,2018,6
"HLN",215,11307,2018,7
"HLN",215,11612,2018,8
"HLN",201,10164,2018,9
"HLN",208,10406,2018,10
"HLN",198,9721,2018,11
"HLN",209,9351,2018,12
"HLN",207,9060,2019,1
"HLN",181,8305,2019,2
"HLN",213,10037,2019,3
"HLN",202,8971,2019,4
"HLN",211,10078,2019,5
"HLN",199,10072,2019,6
"HLN",212,11158,2019,7
"HLN",212,11007,2019,8
"HLN",199,10485,2019,9
"HLN",206,10292,2019,10
"HLN",191,9096,2019,11
"HLN",208,10118,2019,12
"HMN",1,0,2018,4
"HMN",2,0,2018,8
"HMN",2,0,2018,9
"HMN",1,0,2019,6
"HNB",1,3,2018,10
"HNC",2,3,2019,6
"HNH",112,373,2018,1
"HNH",64,232,2018,2
"HNH",112,420,2018,3
"HNH",167,591,2018,4
"HNH",230,727,2018,5
"HNH",261,743,2018,6
"HNH",258,976,2018,7
"HNH",221,814,2018,8
"HNH",162,713,2018,9
"HNH",133,560,2018,10
"HNH",100,413,2018,11
"HNH",82,324,2018,12
"HNH",78,334,2019,1
"HNH",90,369,2019,2
"HNH",150,415,2019,3
"HNH",182,636,2019,4
"HNH",229,796,2019,5
"HNH",256,852,2019,6
"HNH",250,1021,2019,7
"HNH",245,1107,2019,8
"HNH",178,851,2019,9
"HNH",141,693,2019,10
"HNH",122,577,2019,11
"HNH",102,436,2019,12
"HNL",6050,600609,2018,1
"HNL",5453,540236,2018,2
"HNL",6274,628587,2018,3
"HNL",5971,601352,2018,4
"HNL",6293,628457,2018,5
"HNL",6381,654350,2018,6
"HNL",6564,693849,2018,7
"HNL",6530,634231,2018,8
"HNL",5977,536570,2018,9
"HNL",5914,565290,2018,10
"HNL",6241,564050,2018,11
"HNL",6713,607420,2018,12
"HNL",6184,594622,2019,1
"HNL",5508,524162,2019,2
"HNL",6431,642205,2019,3
"HNL",6169,605490,2019,4
"HNL",6644,661337,2019,5
"HNL",6697,703966,2019,6
"HNL",6219,748923,2019,7
"HNL",6207,728368,2019,8
"HNL",5568,576307,2019,9
"HNL",5871,609013,2019,10
"HNL",5420,579588,2019,11
"HNL",6461,682475,2019,12
"HNM",59,178,2018,1
"HNM",55,217,2018,2
"HNM",59,250,2018,3
"HNM",54,174,2018,4
"HNM",59,241,2018,5
"HNM",61,247,2018,6
"HNM",66,293,2018,7
"HNM",55,169,2018,8
"HNM",56,218,2018,9
"HNM",63,236,2018,10
"HNM",62,231,2018,11
"HNM",66,222,2018,12
"HNM",61,225,2019,1
"HNM",49,188,2019,2
"HNM",59,226,2019,3
"HNM",53,163,2019,4
"HNM",59,212,2019,5
"HNM",58,190,2019,6
"HNS",109,432,2018,1
"HNS",83,310,2018,2
"HNS",160,555,2018,3
"HNS",213,937,2018,4
"HNS",296,815,2018,5
"HNS",314,885,2018,6
"HNS",359,1302,2018,7
"HNS",273,1070,2018,8
"HNS",234,882,2018,9
"HNS",163,489,2018,10
"HNS",128,340,2018,11
"HNS",104,231,2018,12
"HNS",102,323,2019,1
"HNS",125,392,2019,2
"HNS",172,469,2019,3
"HNS",215,772,2019,4
"HNS",309,955,2019,5
"HNS",321,992,2019,6
"HNS",391,1545,2019,7
"HNS",301,1454,2019,8
"HNS",155,749,2019,9
"HNS",141,624,2019,10
"HNS",112,426,2019,11
"HNS",79,248,2019,12
"HOB",56,1234,2018,1
"HOB",53,1476,2018,2
"HOB",57,1938,2018,3
"HOB",57,1765,2018,4
"HOB",58,2123,2018,5
"HOB",55,2259,2018,6
"HOB",58,2243,2018,7
"HOB",59,2189,2018,8
"HOB",56,1954,2018,9
"HOB",58,2039,2018,10
"HOB",54,2038,2018,11
"HOB",57,2155,2018,12
"HOB",58,1826,2019,1
"HOB",51,1899,2019,2
"HOB",55,2076,2019,3
"HOB",55,1906,2019,4
"HOB",56,2321,2019,5
"HOB",55,2246,2019,6
"HOB",58,2478,2019,7
"HOB",58,2317,2019,8
"HOB",54,2148,2019,9
"HOB",63,2466,2019,10
"HOB",88,2910,2019,11
"HOB",89,3172,2019,12
"HOM",523,3231,2018,1
"HOM",444,2789,2018,2
"HOM",560,3391,2018,3
"HOM",525,3488,2018,4
"HOM",618,4203,2018,5
"HOM",565,4401,2018,6
"HOM",636,5236,2018,7
"HOM",628,5390,2018,8
"HOM",542,4256,2018,9
"HOM",531,3460,2018,10
"HOM",467,3257,2018,11
"HOM",492,2992,2018,12
"HOM",476,2998,2019,1
"HOM",422,2746,2019,2
"HOM",507,3123,2019,3
"HOM",547,3189,2019,4
"HOM",605,3873,2019,5
"HOM",586,4380,2019,6
"HOM",618,5410,2019,7
"HOM",632,6007,2019,8
"HOM",480,4277,2019,9
"HOM",443,3710,2019,10
"HOM",452,3211,2019,11
"HOM",446,2992,2019,12
"HON",1,2,2019,4
"HON",1,8,2019,10
"HOP",1,0,2018,12
"HOP",2,89,2019,4
"HOP",0,0,2019,6
"HOP",2,262,2019,9
"HOP",2,178,2019,12
"HOT",67,296,2018,1
"HOT",57,255,2018,2
"HOT",70,362,2018,3
"HOT",72,410,2018,4
"HOT",73,400,2018,5
"HOT",76,386,2018,6
"HOT",79,493,2018,7
"HOT",80,420,2018,8
"HOT",72,389,2018,9
"HOT",76,440,2018,10
"HOT",76,408,2018,11
"HOT",74,398,2018,12
"HOT",78,366,2019,1
"HOT",68,307,2019,2
"HOT",78,373,2019,3
"HOT",77,351,2019,4
"HOT",76,407,2019,5
"HOT",75,418,2019,6
"HOT",81,456,2019,7
"HOT",79,434,2019,8
"HOT",79,429,2019,9
"HOT",79,419,2019,10
"HOT",76,429,2019,11
"HOT",79,440,2019,12
"HOU",4650,497394,2018,1
"HOU",4204,470103,2018,2
"HOU",4891,577661,2018,3
"HOU",4751,555334,2018,4
"HOU",4869,583845,2018,5
"HOU",4930,618983,2018,6
"HOU",5074,622375,2018,7
"HOU",4876,559201,2018,8
"HOU",4487,503750,2018,9
"HOU",4912,578042,2018,10
"HOU",4936,599217,2018,11
"HOU",4970,584324,2018,12
"HOU",4954,519044,2019,1
"HOU",4339,488052,2019,2
"HOU",4912,588063,2019,3
"HOU",4759,569384,2019,4
"HOU",4914,605688,2019,5
"HOU",5007,617146,2019,6
"HOU",5264,620098,2019,7
"HOU",5077,566212,2019,8
"HOU",4808,517318,2019,9
"HOU",5132,600928,2019,10
"HOU",4753,550533,2019,11
"HOU",4973,599272,2019,12
"HPB",200,478,2018,1
"HPB",139,401,2018,2
"HPB",200,575,2018,3
"HPB",207,585,2018,4
"HPB",221,652,2018,5
"HPB",194,680,2018,6
"HPB",236,673,2018,7
"HPB",209,656,2018,8
"HPB",230,594,2018,9
"HPB",250,820,2018,10
"HPB",181,499,2018,11
"HPB",173,503,2018,12
"HPB",137,357,2019,1
"HPB",102,292,2019,2
"HPB",176,530,2019,3
"HPB",274,910,2019,4
"HPB",225,832,2019,5
"HPB",223,705,2019,6
"HPB",229,715,2019,7
"HPB",256,745,2019,8
"HPB",230,679,2019,9
"HPB",213,738,2019,10
"HPB",204,593,2019,11
"HPB",231,565,2019,12
"HPN",987,57730,2018,1
"HPN",968,55035,2018,2
"HPN",1014,62477,2018,3
"HPN",1096,64777,2018,4
"HPN",1166,63899,2018,5
"HPN",1272,65689,2018,6
"HPN",1439,72967,2018,7
"HPN",1529,76001,2018,8
"HPN",1195,59560,2018,9
"HPN",1159,68536,2018,10
"HPN",1133,68579,2018,11
"HPN",1040,66497,2018,12
"HPN",1020,61667,2019,1
"HPN",978,60803,2019,2
"HPN",1180,71966,2019,3
"HPN",1174,73225,2019,4
"HPN",1279,75278,2019,5
"HPN",1354,72591,2019,6
"HPN",1578,79516,2019,7
"HPN",1637,80343,2019,8
"HPN",1289,66026,2019,9
"HPN",1219,77254,2019,10
"HPN",1163,73345,2019,11
"HPN",1168,77225,2019,12
"HQM",1,0,2018,9
"HQM",1,5,2018,10
"HRL",365,22741,2018,1
"HRL",354,23190,2018,2
"HRL",426,28844,2018,3
"HRL",380,25796,2018,4
"HRL",389,26673,2018,5
"HRL",361,26416,2018,6
"HRL",368,27048,2018,7
"HRL",379,24274,2018,8
"HRL",344,21086,2018,9
"HRL",372,22660,2018,10
"HRL",370,25903,2018,11
"HRL",398,27811,2018,12
"HRL",431,27009,2019,1
"HRL",390,26209,2019,2
"HRL",523,34529,2019,3
"HRL",482,30807,2019,4
"HRL",476,28144,2019,5
"HRL",431,29576,2019,6
"HRL",458,31462,2019,7
"HRL",465,25908,2019,8
"HRL",417,23039,2019,9
"HRL",438,24999,2019,10
"HRL",429,25485,2019,11
"HRL",471,29689,2019,12
"HRO",73,348,2018,1
"HRO",60,291,2018,2
"HRO",76,423,2018,3
"HRO",75,403,2018,4
"HRO",78,485,2018,5
"HRO",77,487,2018,6
"HRO",80,544,2018,7
"HRO",80,473,2018,8
"HRO",76,482,2018,9
"HRO",78,483,2018,10
"HRO",75,481,2018,11
"HRO",71,400,2018,12
"HRO",79,346,2019,1
"HRO",66,327,2019,2
"HRO",76,391,2019,3
"HRO",77,381,2019,4
"HRO",77,426,2019,5
"HRO",75,421,2019,6
"HRO",82,434,2019,7
"HRO",80,471,2019,8
"HRO",77,444,2019,9
"HRO",80,457,2019,10
"HRO",72,400,2019,11
"HRO",77,426,2019,12
"HSH",1,4,2018,1
"HSH",1,5,2018,4
"HSH",2,5,2018,5
"HSH",1,4,2018,7
"HSH",1,6,2018,8
"HSH",1,2,2018,12
"HSH",3,13,2019,5
"HSH",1,2,2019,6
"HSH",59,14,2019,10
"HSI",1,0,2018,8
"HSI",1,0,2019,8
"HSL",78,273,2018,1
"HSL",87,314,2018,2
"HSL",88,292,2018,3
"HSL",82,240,2018,4
"HSL",96,315,2018,5
"HSL",96,361,2018,6
"HSL",85,271,2018,7
"HSL",97,370,2018,8
"HSL",73,258,2018,9
"HSL",78,282,2018,10
"HSL",93,338,2018,11
"HSL",83,324,2018,12
