Departure Busyness ID,Departure Busyness Score
D-ABE-1-0,0.8430106334820727
D-ABE-1-1,0.7162218342063691
D-ABE-1-2,0.7829882763781492
D-ABE-1-3,0.8564988036177859
D-ABE-1-4,0.857341814251268
D-ABE-1-5,0.6449031346137857
D-ABE-1-6,0.7814708572378815
D-ABE-10-0,1.1127740361963359
D-ABE-10-1,0.9650785732102769
D-ABE-10-2,1.0804024278706246
D-ABE-10-3,1.0385891004499137
D-ABE-10-4,1.145651450902137
D-ABE-10-5,0.9863224411740251
D-ABE-10-6,0.9939095368753638
D-ABE-11-0,1.0621933981874117
D-ABE-11-1,1.0166708239793798
D-ABE-11-2,1.1001288766941049
D-ABE-11-3,0.9441719094999215
D-ABE-11-4,0.9954269560156314
D-ABE-11-5,1.0790536108570532
D-ABE-11-6,1.0621933981874117
D-ABE-12-0,0.9468695435270641
D-ABE-12-1,0.8362665484142162
D-ABE-12-2,0.9256256755633159
D-ABE-12-3,0.9863224411740251
D-ABE-12-4,0.9863224411740251
D-ABE-12-5,0.8699869737534991
D-ABE-12-6,1.025775338820986
D-ABE-2-0,0.9104514841606386
D-ABE-2-1,0.7511224744325268
D-ABE-2-2,0.8497547185499293
D-ABE-2-3,0.9104514841606386
D-ABE-2-4,0.9104514841606386
D-ABE-2-5,0.7283611873285109
D-ABE-2-6,0.7814708572378815
D-ABE-3-0,0.9407998669659932
D-ABE-3-1,0.8876901970566226
D-ABE-3-2,0.9635611540700092
D-ABE-3-3,0.9374278244320648
D-ABE-3-4,0.9407998669659932
D-ABE-3-5,0.8922424544774258
D-ABE-3-6,0.9104514841606386
D-ABE-4-0,1.0864721044316952
D-ABE-4-1,1.0251009303142005
D-ABE-4-2,1.077367589590089
D-ABE-4-3,1.0621933981874117
D-ABE-4-4,1.1228901637981208
D-ABE-4-5,1.0014966325767025
D-ABE-4-6,0.998124590042774
D-ABE-5-0,1.0621933981874117
D-ABE-5-1,0.9576600796356347
D-ABE-5-2,1.0682630747484827
D-ABE-5-3,1.0197056622599152
D-ABE-5-4,1.1397503764677623
D-ABE-5-5,0.9364643837080854
D-ABE-5-6,0.8670966515815606
D-ABE-6-0,1.2442836950195393
D-ABE-6-1,1.0394321110833957
D-ABE-6-2,1.2139353122141847
D-ABE-6-3,1.0849546852914276
D-ABE-6-4,1.2341675674177544
D-ABE-6-5,1.0014966325767025
D-ABE-6-6,1.0588213556534833
D-ABE-7-0,1.2503533715806103
D-ABE-7-1,1.0561237216263406
D-ABE-7-2,1.240911652485611
D-ABE-7-3,1.0470192067847344
D-ABE-7-4,1.2670449821235554
D-ABE-7-5,1.0394321110833957
D-ABE-7-6,1.0992858660606228
D-ABE-8-0,1.2442836950195393
D-ABE-8-1,1.054606302486073
D-ABE-8-2,1.1869589719427585
D-ABE-8-3,1.0864721044316952
D-ABE-8-4,1.2321443418973976
D-ABE-8-5,1.0385891004499137
D-ABE-8-6,1.1001288766941049
D-ABE-9-0,1.146494461535619
D-ABE-9-1,0.9104514841606386
D-ABE-9-2,0.9559740583686704
D-ABE-9-3,1.0166708239793798
D-ABE-9-4,1.1077159723954435
D-ABE-9-5,0.8295224633463596
D-ABE-9-6,0.9772179263324188
D-ABI-1-0,1.0018384732903494
D-ABI-1-1,0.8506175716616174
D-ABI-1-2,0.9526916802610115
D-ABI-1-3,0.9829358605867579
