,Arrivals Busyness ID,Avg Daily Arrivals (Month and Weekday)
3195,A-BJI-9-4,2.0
3196,A-BJI-9-5,2.0
3197,A-BJI-9-6,2.0
3198,A-BKG-10-0,1.0
3199,A-BKG-10-2,2.0
3200,A-BKG-10-5,2.0
3201,A-BKG-10-6,1.0
3202,A-BKG-11-0,1.0
3203,A-BKG-11-2,2.0
3204,A-BKG-11-5,2.0
3205,A-BKG-11-6,1.0
3206,A-BKG-4-0,1.0
3207,A-BKG-4-2,1.0
3208,A-BKG-4-5,1.0
3209,A-BKG-5-0,1.0
3210,A-BKG-5-2,3.0
3211,A-BKG-5-5,2.5
3212,A-BKG-5-6,1.0
3213,A-BKG-6-0,1.0
3214,A-BKG-6-2,2.142857142857143
3215,A-BKG-6-5,2.25
3216,A-BKG-6-6,1.0
3217,A-BKG-7-0,1.0
3218,A-BKG-7-2,2.111111111111111
3219,A-BKG-7-5,2.0
3220,A-BKG-7-6,1.0
3221,A-BKG-8-0,1.0
3222,A-BKG-8-2,1.8888888888888888
3223,A-BKG-8-5,1.8888888888888888
3224,A-BKG-8-6,1.0
3225,A-BKG-9-0,1.0
3226,A-BKG-9-2,2.0
3227,A-BKG-9-4,1.0
3228,A-BKG-9-5,1.8888888888888888
3229,A-BKG-9-6,1.0
3230,A-BLI-1-0,11.333333333333334
3231,A-BLI-1-1,7.0
3232,A-BLI-1-2,7.1
3233,A-BLI-1-3,11.222222222222221
3234,A-BLI-1-4,10.125
3235,A-BLI-1-5,7.375
3236,A-BLI-1-6,11.375
3237,A-BLI-10-0,10.0
3238,A-BLI-10-1,7.3
3239,A-BLI-10-2,6.6
3240,A-BLI-10-3,11.333333333333334
3241,A-BLI-10-4,9.5
3242,A-BLI-10-5,6.5
3243,A-BLI-10-6,11.0
3244,A-BLI-11-0,9.625
3245,A-BLI-11-1,7.0
3246,A-BLI-11-2,6.625
3247,A-BLI-11-3,10.555555555555555
3248,A-BLI-11-4,8.7
3249,A-BLI-11-5,7.222222222222222
3250,A-BLI-11-6,10.75
3251,A-BLI-12-0,9.6
3252,A-BLI-12-1,6.222222222222222
3253,A-BLI-12-2,7.25
3254,A-BLI-12-3,11.25
3255,A-BLI-12-4,9.25
3256,A-BLI-12-5,7.888888888888889
3257,A-BLI-12-6,10.8
3258,A-BLI-2-0,11.375
3259,A-BLI-2-1,6.5
3260,A-BLI-2-2,7.75
3261,A-BLI-2-3,11.125
3262,A-BLI-2-4,9.875
3263,A-BLI-2-5,8.5
3264,A-BLI-2-6,11.375
3265,A-BLI-3-0,11.875
3266,A-BLI-3-1,8.75
3267,A-BLI-3-2,10.625
3268,A-BLI-3-3,11.88888888888889
3269,A-BLI-3-4,10.2
3270,A-BLI-3-5,11.7
3271,A-BLI-3-6,11.555555555555555
3272,A-BLI-4-0,11.3
3273,A-BLI-4-1,7.444444444444445
3274,A-BLI-4-2,8.5
3275,A-BLI-4-3,11.375
3276,A-BLI-4-4,10.25
3277,A-BLI-4-5,10.125
3278,A-BLI-4-6,10.666666666666666
3279,A-BLI-5-0,11.0
3280,A-BLI-5-1,7.666666666666667
3281,A-BLI-5-2,8.0
3282,A-BLI-5-3,11.4
3283,A-BLI-5-4,9.777777777777779
3284,A-BLI-5-5,8.625
3285,A-BLI-5-6,10.375
3286,A-BLI-6-0,11.375
3287,A-BLI-6-1,9.375
3288,A-BLI-6-2,9.5
3289,A-BLI-6-3,12.5
3290,A-BLI-6-4,10.555555555555555
3291,A-BLI-6-5,9.3
3292,A-BLI-6-6,11.222222222222221
3293,A-BLI-7-0,11.5
3294,A-BLI-7-1,10.0
3295,A-BLI-7-2,9.88888888888889
3296,A-BLI-7-3,12.375
3297,A-BLI-7-4,10.5
3298,A-BLI-7-5,9.75
3299,A-BLI-7-6,11.666666666666666
3300,A-BLI-8-0,11.0
3301,A-BLI-8-1,9.375
3302,A-BLI-8-2,8.88888888888889
3303,A-BLI-8-3,12.6
3304,A-BLI-8-4,10.1
3305,A-BLI-8-5,8.444444444444445
3306,A-BLI-8-6,11.5
3307,A-BLI-9-0,9.777777777777779
3308,A-BLI-9-1,5.625
3309,A-BLI-9-2,6.125
3310,A-BLI-9-3,11.5
3311,A-BLI-9-4,9.0
3312,A-BLI-9-5,5.555555555555555
3313,A-BLI-9-6,10.9
3314,A-BLV-1-0,3.4444444444444446
3315,A-BLV-1-1,3.0
3316,A-BLV-1-2,1.5
3317,A-BLV-1-3,3.5555555555555554
3318,A-BLV-1-4,3.5
3319,A-BLV-1-5,2.0
3320,A-BLV-1-6,3.5
3321,A-BLV-10-0,2.2222222222222223
3322,A-BLV-10-1,1.0
3323,A-BLV-10-2,1.125
3324,A-BLV-10-3,3.4444444444444446
3325,A-BLV-10-4,2.375
3326,A-BLV-10-5,1.5
3327,A-BLV-10-6,3.5
3328,A-BLV-11-0,2.375
3329,A-BLV-11-1,1.75
3330,A-BLV-11-2,3.0
3331,A-BLV-11-3,3.375
3332,A-BLV-11-4,2.2
3333,A-BLV-11-5,1.8333333333333333
3334,A-BLV-11-6,3.5
3335,A-BLV-12-0,2.6
3336,A-BLV-12-1,2.75
3337,A-BLV-12-2,2.5
3338,A-BLV-12-3,3.5
3339,A-BLV-12-4,2.625
3340,A-BLV-12-5,2.6
3341,A-BLV-12-6,3.7
3342,A-BLV-2-0,3.25
3343,A-BLV-2-1,1.5
3344,A-BLV-2-2,1.0
3345,A-BLV-2-3,4.25
3346,A-BLV-2-4,3.25
3347,A-BLV-2-5,1.0
3348,A-BLV-2-6,4.25
3349,A-BLV-3-0,3.0
3350,A-BLV-3-1,2.625
3351,A-BLV-3-2,1.0
3352,A-BLV-3-3,5.111111111111111
3353,A-BLV-3-4,3.0
3354,A-BLV-3-5,1.4
3355,A-BLV-3-6,4.888888888888889
3356,A-BLV-4-0,2.8
3357,A-BLV-4-1,1.8888888888888888
3358,A-BLV-4-2,1.0
3359,A-BLV-4-3,5.0
3360,A-BLV-4-4,2.75
3361,A-BLV-4-5,1.0
3362,A-BLV-4-6,5.111111111111111
3363,A-BLV-5-0,2.25
3364,A-BLV-5-1,2.4444444444444446
3365,A-BLV-5-2,2.2
3366,A-BLV-5-3,5.0
3367,A-BLV-5-4,2.4444444444444446
3368,A-BLV-5-5,2.625
3369,A-BLV-5-6,5.0
3370,A-BLV-6-0,3.5
3371,A-BLV-6-1,4.5
3372,A-BLV-6-2,3.5
3373,A-BLV-6-3,5.5
3374,A-BLV-6-4,3.4444444444444446
3375,A-BLV-6-5,4.9
3376,A-BLV-6-6,5.333333333333333
3377,A-BLV-7-0,3.5
3378,A-BLV-7-1,4.6
3379,A-BLV-7-2,3.7777777777777777
3380,A-BLV-7-3,5.5
3381,A-BLV-7-4,3.5
3382,A-BLV-7-5,5.0
3383,A-BLV-7-6,5.555555555555555
3384,A-BLV-8-0,2.375
3385,A-BLV-8-1,2.2857142857142856
3386,A-BLV-8-2,1.5714285714285714
3387,A-BLV-8-3,4.6
3388,A-BLV-8-4,2.2
3389,A-BLV-8-5,2.4444444444444446
3390,A-BLV-8-6,4.75
3391,A-BLV-9-0,1.6666666666666667
3392,A-BLV-9-1,1.0
3393,A-BLV-9-2,1.0
3394,A-BLV-9-3,3.5
3395,A-BLV-9-4,1.5
3396,A-BLV-9-5,1.0
3397,A-BLV-9-6,3.6
3398,A-BMI-1-0,8.222222222222221
3399,A-BMI-1-1,6.4
3400,A-BMI-1-2,7.7
3401,A-BMI-1-3,9.0
3402,A-BMI-1-4,8.25
3403,A-BMI-1-5,5.5
3404,A-BMI-1-6,8.25
3405,A-BMI-10-0,9.333333333333334
3406,A-BMI-10-1,9.4
3407,A-BMI-10-2,7.2
3408,A-BMI-10-3,11.222222222222221
3409,A-BMI-10-4,9.5
3410,A-BMI-10-5,5.875
3411,A-BMI-10-6,10.875
3412,A-BMI-11-0,9.25
3413,A-BMI-11-1,8.625
3414,A-BMI-11-2,7.75
3415,A-BMI-11-3,9.222222222222221
3416,A-BMI-11-4,8.2
3417,A-BMI-11-5,6.111111111111111
3418,A-BMI-11-6,10.375
3419,A-BMI-12-0,8.6
3420,A-BMI-12-1,7.777777777777778
3421,A-BMI-12-2,7.375
3422,A-BMI-12-3,10.0
3423,A-BMI-12-4,9.0
3424,A-BMI-12-5,6.777777777777778
3425,A-BMI-12-6,9.8
3426,A-BMI-2-0,8.5
3427,A-BMI-2-1,7.0
3428,A-BMI-2-2,7.5
3429,A-BMI-2-3,9.0
3430,A-BMI-2-4,8.75
3431,A-BMI-2-5,4.75
3432,A-BMI-2-6,8.5
3433,A-BMI-3-0,8.5
3434,A-BMI-3-1,8.375
3435,A-BMI-3-2,8.0
3436,A-BMI-3-3,9.0
3437,A-BMI-3-4,8.5
3438,A-BMI-3-5,4.4
3439,A-BMI-3-6,9.0
3440,A-BMI-4-0,9.3
3441,A-BMI-4-1,8.88888888888889
3442,A-BMI-4-2,8.5
3443,A-BMI-4-3,10.0
3444,A-BMI-4-4,9.5
3445,A-BMI-4-5,5.0
3446,A-BMI-4-6,9.666666666666666
3447,A-BMI-5-0,9.5
3448,A-BMI-5-1,9.11111111111111
3449,A-BMI-5-2,8.5
3450,A-BMI-5-3,10.5
3451,A-BMI-5-4,9.444444444444445
3452,A-BMI-5-5,5.5
3453,A-BMI-5-6,9.875
3454,A-BMI-6-0,9.5
3455,A-BMI-6-1,9.75
3456,A-BMI-6-2,8.5
3457,A-BMI-6-3,10.5
3458,A-BMI-6-4,9.555555555555555
3459,A-BMI-6-5,6.3
3460,A-BMI-6-6,10.444444444444445
3461,A-BMI-7-0,9.1
3462,A-BMI-7-1,9.5
3463,A-BMI-7-2,7.555555555555555
3464,A-BMI-7-3,9.875
3465,A-BMI-7-4,9.0
3466,A-BMI-7-5,6.125
3467,A-BMI-7-6,10.333333333333334
3468,A-BMI-8-0,9.5
3469,A-BMI-8-1,9.625
3470,A-BMI-8-2,8.222222222222221
3471,A-BMI-8-3,10.5
3472,A-BMI-8-4,9.5
3473,A-BMI-8-5,5.888888888888889
3474,A-BMI-8-6,10.375
3475,A-BMI-9-0,9.333333333333334
3476,A-BMI-9-1,8.875
3477,A-BMI-9-2,7.25
3478,A-BMI-9-3,10.25
3479,A-BMI-9-4,9.375
3480,A-BMI-9-5,5.0
3481,A-BMI-9-6,9.7
3482,A-BNA-1-0,200.44444444444446
3483,A-BNA-1-1,197.9
3484,A-BNA-1-2,203.9
3485,A-BNA-1-3,201.22222222222223
3486,A-BNA-1-4,196.375
3487,A-BNA-1-5,150.5
3488,A-BNA-1-6,190.25
3489,A-BNA-10-0,244.33333333333334
3490,A-BNA-10-1,234.1
3491,A-BNA-10-2,234.0
3492,A-BNA-10-3,244.33333333333334
3493,A-BNA-10-4,248.0
3494,A-BNA-10-5,189.0
3495,A-BNA-10-6,246.125
3496,A-BNA-11-0,236.625
3497,A-BNA-11-1,229.625
3498,A-BNA-11-2,232.75
3499,A-BNA-11-3,209.11111111111111
3500,A-BNA-11-4,222.8
3501,A-BNA-11-5,191.88888888888889
3502,A-BNA-11-6,238.375
3503,A-BNA-12-0,216.2
3504,A-BNA-12-1,202.88888888888889
3505,A-BNA-12-2,217.875
3506,A-BNA-12-3,228.625
3507,A-BNA-12-4,228.5
3508,A-BNA-12-5,183.88888888888889
3509,A-BNA-12-6,226.3
3510,A-BNA-2-0,211.5
3511,A-BNA-2-1,205.125
3512,A-BNA-2-2,207.625
3513,A-BNA-2-3,210.125
3514,A-BNA-2-4,210.875
3515,A-BNA-2-5,151.875
3516,A-BNA-2-6,185.375
3517,A-BNA-3-0,222.875
3518,A-BNA-3-1,214.75
3519,A-BNA-3-2,219.125
3520,A-BNA-3-3,218.77777777777777
3521,A-BNA-3-4,220.6
3522,A-BNA-3-5,183.8
3523,A-BNA-3-6,216.11111111111111
3524,A-BNA-4-0,229.9
3525,A-BNA-4-1,224.22222222222223
3526,A-BNA-4-2,225.625
3527,A-BNA-4-3,228.875
3528,A-BNA-4-4,228.875
3529,A-BNA-4-5,177.5
3530,A-BNA-4-6,223.55555555555554
3531,A-BNA-5-0,229.0
3532,A-BNA-5-1,225.55555555555554
3533,A-BNA-5-2,228.3
3534,A-BNA-5-3,232.7
3535,A-BNA-5-4,233.66666666666666
3536,A-BNA-5-5,175.375
3537,A-BNA-5-6,215.875
3538,A-BNA-6-0,237.25
3539,A-BNA-6-1,230.875
3540,A-BNA-6-2,231.75
3541,A-BNA-6-3,238.125
3542,A-BNA-6-4,234.88888888888889
3543,A-BNA-6-5,192.4
3544,A-BNA-6-6,242.0
3545,A-BNA-7-0,234.2
3546,A-BNA-7-1,225.4
3547,A-BNA-7-2,226.0
3548,A-BNA-7-3,226.75
3549,A-BNA-7-4,229.25
3550,A-BNA-7-5,201.125
3551,A-BNA-7-6,242.44444444444446
3552,A-BNA-8-0,235.625
3553,A-BNA-8-1,226.0
3554,A-BNA-8-2,227.66666666666666
3555,A-BNA-8-3,234.2
3556,A-BNA-8-4,235.2
3557,A-BNA-8-5,187.0
3558,A-BNA-8-6,237.625
3559,A-BNA-9-0,238.11111111111111
3560,A-BNA-9-1,227.375
3561,A-BNA-9-2,230.25
3562,A-BNA-9-3,236.375
3563,A-BNA-9-4,237.375
3564,A-BNA-9-5,177.66666666666666
3565,A-BNA-9-6,227.1
3566,A-BOI-1-0,66.55555555555556
3567,A-BOI-1-1,63.6
3568,A-BOI-1-2,66.1
3569,A-BOI-1-3,67.88888888888889
3570,A-BOI-1-4,68.25
3571,A-BOI-1-5,57.125
3572,A-BOI-1-6,62.5
3573,A-BOI-10-0,70.55555555555556
3574,A-BOI-10-1,68.9
3575,A-BOI-10-2,67.8
3576,A-BOI-10-3,72.0
3577,A-BOI-10-4,72.0
3578,A-BOI-10-5,59.875
3579,A-BOI-10-6,71.375
3580,A-BOI-11-0,72.25
3581,A-BOI-11-1,69.5
3582,A-BOI-11-2,70.0
3583,A-BOI-11-3,67.0
3584,A-BOI-11-4,68.7
3585,A-BOI-11-5,65.22222222222223
3586,A-BOI-11-6,69.5
3587,A-BOI-12-0,72.3
3588,A-BOI-12-1,67.33333333333333
3589,A-BOI-12-2,70.125
3590,A-BOI-12-3,75.75
3591,A-BOI-12-4,75.5
3592,A-BOI-12-5,65.88888888888889
3593,A-BOI-12-6,72.3
3594,A-BOI-2-0,67.5
3595,A-BOI-2-1,64.625
3596,A-BOI-2-2,65.875
3597,A-BOI-2-3,68.125
3598,A-BOI-2-4,67.875
3599,A-BOI-2-5,55.5
3600,A-BOI-2-6,62.25
3601,A-BOI-3-0,69.125
3602,A-BOI-3-1,66.5
3603,A-BOI-3-2,66.75
3604,A-BOI-3-3,69.0
3605,A-BOI-3-4,69.0
3606,A-BOI-3-5,57.0
3607,A-BOI-3-6,66.55555555555556
3608,A-BOI-4-0,69.5
3609,A-BOI-4-1,66.0
3610,A-BOI-4-2,66.375
3611,A-BOI-4-3,69.875
3612,A-BOI-4-4,69.375
3613,A-BOI-4-5,56.375
3614,A-BOI-4-6,67.33333333333333
3615,A-BOI-5-0,70.375
3616,A-BOI-5-1,67.88888888888889
3617,A-BOI-5-2,67.5
3618,A-BOI-5-3,70.9
3619,A-BOI-5-4,70.22222222222223
3620,A-BOI-5-5,58.125
3621,A-BOI-5-6,66.75
3622,A-BOI-6-0,73.75
3623,A-BOI-6-1,71.75
3624,A-BOI-6-2,71.5
3625,A-BOI-6-3,74.25
3626,A-BOI-6-4,74.22222222222223
3627,A-BOI-6-5,64.4
3628,A-BOI-6-6,72.66666666666667
3629,A-BOI-7-0,75.1
3630,A-BOI-7-1,73.2
3631,A-BOI-7-2,72.22222222222223
3632,A-BOI-7-3,72.375
3633,A-BOI-7-4,73.75
3634,A-BOI-7-5,67.125
3635,A-BOI-7-6,74.88888888888889
3636,A-BOI-8-0,75.375
3637,A-BOI-8-1,73.0
3638,A-BOI-8-2,73.11111111111111
3639,A-BOI-8-3,76.3
3640,A-BOI-8-4,75.1
3641,A-BOI-8-5,65.77777777777777
3642,A-BOI-8-6,74.25
3643,A-BOI-9-0,70.55555555555556
3644,A-BOI-9-1,68.5
3645,A-BOI-9-2,68.75
3646,A-BOI-9-3,72.0
3647,A-BOI-9-4,70.0
3648,A-BOI-9-5,60.888888888888886
3649,A-BOI-9-6,66.5
3650,A-BOS-1-0,396.55555555555554
3651,A-BOS-1-1,376.3
3652,A-BOS-1-2,377.6
3653,A-BOS-1-3,362.22222222222223
3654,A-BOS-1-4,387.0
3655,A-BOS-1-5,248.375
3656,A-BOS-1-6,338.875
3657,A-BOS-10-0,466.44444444444446
3658,A-BOS-10-1,441.5
3659,A-BOS-10-2,440.2
3660,A-BOS-10-3,465.77777777777777
3661,A-BOS-10-4,476.375
3662,A-BOS-10-5,308.125
3663,A-BOS-10-6,422.75
3664,A-BOS-11-0,453.375
3665,A-BOS-11-1,437.0
3666,A-BOS-11-2,441.625
3667,A-BOS-11-3,417.0
3668,A-BOS-11-4,430.8
3669,A-BOS-11-5,322.55555555555554
3670,A-BOS-11-6,417.75
3671,A-BOS-12-0,412.8
3672,A-BOS-12-1,389.1111111111111
3673,A-BOS-12-2,408.875
3674,A-BOS-12-3,435.125
3675,A-BOS-12-4,433.0
3676,A-BOS-12-5,303.44444444444446
3677,A-BOS-12-6,399.0
3678,A-BOS-2-0,415.5
3679,A-BOS-2-1,401.0
3680,A-BOS-2-2,402.25
3681,A-BOS-2-3,415.25
3682,A-BOS-2-4,415.75
3683,A-BOS-2-5,260.0
3684,A-BOS-2-6,340.25
3685,A-BOS-3-0,442.125
3686,A-BOS-3-1,435.0
3687,A-BOS-3-2,434.375
3688,A-BOS-3-3,441.3333333333333
3689,A-BOS-3-4,440.3
3690,A-BOS-3-5,299.0
3691,A-BOS-3-6,387.3333333333333
3692,A-BOS-4-0,461.1
3693,A-BOS-4-1,447.0
3694,A-BOS-4-2,452.75
3695,A-BOS-4-3,462.75
3696,A-BOS-4-4,462.0
3697,A-BOS-4-5,318.0
3698,A-BOS-4-6,403.77777777777777
3699,A-BOS-5-0,450.875
3700,A-BOS-5-1,443.0
3701,A-BOS-5-2,446.1
3702,A-BOS-5-3,458.2
3703,A-BOS-5-4,460.6666666666667
3704,A-BOS-5-5,310.125
3705,A-BOS-5-6,389.75
3706,A-BOS-6-0,466.0
3707,A-BOS-6-1,451.25
3708,A-BOS-6-2,456.375
3709,A-BOS-6-3,463.75
3710,A-BOS-6-4,465.0
3711,A-BOS-6-5,339.3
3712,A-BOS-6-6,415.6666666666667
3713,A-BOS-7-0,454.4
3714,A-BOS-7-1,442.3
3715,A-BOS-7-2,440.22222222222223
3716,A-BOS-7-3,439.0
3717,A-BOS-7-4,445.0
3718,A-BOS-7-5,349.5
3719,A-BOS-7-6,421.55555555555554
3720,A-BOS-8-0,467.75
3721,A-BOS-8-1,456.0
3722,A-BOS-8-2,460.77777777777777
3723,A-BOS-8-3,465.1
3724,A-BOS-8-4,466.2
3725,A-BOS-8-5,340.8888888888889
3726,A-BOS-8-6,427.0
3727,A-BOS-9-0,453.0
3728,A-BOS-9-1,428.0
3729,A-BOS-9-2,435.25
3730,A-BOS-9-3,452.125
3731,A-BOS-9-4,453.25
3732,A-BOS-9-5,300.44444444444446
3733,A-BOS-9-6,404.3
3734,A-BPT-1-0,2.5555555555555554
3735,A-BPT-1-1,2.111111111111111
3736,A-BPT-1-2,2.0
3737,A-BPT-1-3,2.5555555555555554
3738,A-BPT-1-4,2.5
3739,A-BPT-1-5,2.0
3740,A-BPT-1-6,2.5
3741,A-BPT-10-0,3.0
3742,A-BPT-10-1,2.5
3743,A-BPT-10-2,2.5
3744,A-BPT-10-3,2.888888888888889
3745,A-BPT-10-4,3.0
3746,A-BPT-10-5,2.5
3747,A-BPT-10-6,3.0
3748,A-BPT-11-0,3.0
3749,A-BPT-11-1,2.625
3750,A-BPT-11-2,2.625
3751,A-BPT-11-3,2.5555555555555554
3752,A-BPT-11-4,2.9
3753,A-BPT-11-5,2.6666666666666665
3754,A-BPT-11-6,3.0
3755,A-BPT-12-0,2.7
3756,A-BPT-12-1,2.3333333333333335
3757,A-BPT-12-2,2.5
3758,A-BPT-12-3,2.75
3759,A-BPT-12-4,2.75
3760,A-BPT-12-5,2.2222222222222223
3761,A-BPT-12-6,2.8
3762,A-BPT-2-0,2.5
3763,A-BPT-2-1,2.0
3764,A-BPT-2-2,2.0
3765,A-BPT-2-3,2.5
3766,A-BPT-2-4,2.5
3767,A-BPT-2-5,2.0
3768,A-BPT-2-6,2.5
3769,A-BPT-3-0,2.5
3770,A-BPT-3-1,2.0
3771,A-BPT-3-2,2.0
3772,A-BPT-3-3,2.4444444444444446
3773,A-BPT-3-4,2.5
3774,A-BPT-3-5,2.0
3775,A-BPT-3-6,2.5555555555555554
3776,A-BPT-4-0,2.5
3777,A-BPT-4-1,2.0
3778,A-BPT-4-2,2.0
3779,A-BPT-4-3,2.5
3780,A-BPT-4-4,2.5
3781,A-BPT-4-5,2.0
3782,A-BPT-4-6,2.4444444444444446
3783,A-BPT-5-0,2.5
3784,A-BPT-5-1,2.4444444444444446
3785,A-BPT-5-2,2.4
3786,A-BPT-5-3,2.5
3787,A-BPT-5-4,2.5555555555555554
3788,A-BPT-5-5,2.0
3789,A-BPT-5-6,2.5
3790,A-BPT-6-0,2.875
3791,A-BPT-6-1,2.5
3792,A-BPT-6-2,2.5
3793,A-BPT-6-3,3.0
3794,A-BPT-6-4,2.888888888888889
3795,A-BPT-6-5,2.0
3796,A-BPT-6-6,2.888888888888889
3797,A-BPT-7-0,3.0
3798,A-BPT-7-1,2.5
3799,A-BPT-7-2,2.3333333333333335
3800,A-BPT-7-3,3.0
3801,A-BPT-7-4,3.0
3802,A-BPT-7-5,2.0
3803,A-BPT-7-6,3.0
3804,A-BPT-8-0,2.875
3805,A-BPT-8-1,2.5
3806,A-BPT-8-2,2.4444444444444446
3807,A-BPT-8-3,3.0
3808,A-BPT-8-4,3.0
3809,A-BPT-8-5,2.0
3810,A-BPT-8-6,3.0
3811,A-BPT-9-0,3.0
3812,A-BPT-9-1,2.375
3813,A-BPT-9-2,2.5
3814,A-BPT-9-3,3.0
3815,A-BPT-9-4,3.0
3816,A-BPT-9-5,1.8888888888888888
3817,A-BPT-9-6,3.0
3818,A-BQK-1-0,2.888888888888889
3819,A-BQK-1-1,2.8
3820,A-BQK-1-2,2.7777777777777777
3821,A-BQK-1-3,2.888888888888889
3822,A-BQK-1-4,3.0
3823,A-BQK-1-5,2.0
3824,A-BQK-1-6,2.0
3825,A-BQK-10-0,3.0
3826,A-BQK-10-1,3.0
3827,A-BQK-10-2,2.9
3828,A-BQK-10-3,2.888888888888889
3829,A-BQK-10-4,3.0
3830,A-BQK-10-5,2.0
3831,A-BQK-10-6,3.0
3832,A-BQK-11-0,3.0
3833,A-BQK-11-1,3.0
3834,A-BQK-11-2,3.0
3835,A-BQK-11-3,2.5555555555555554
3836,A-BQK-11-4,2.8
3837,A-BQK-11-5,2.2222222222222223
3838,A-BQK-11-6,3.125
3839,A-BQK-12-0,2.8
3840,A-BQK-12-1,2.6666666666666665
3841,A-BQK-12-2,2.875
3842,A-BQK-12-3,3.0
3843,A-BQK-12-4,3.0
3844,A-BQK-12-5,2.4444444444444446
3845,A-BQK-12-6,3.1
3846,A-BQK-2-0,3.0
3847,A-BQK-2-1,3.0
3848,A-BQK-2-2,3.0
3849,A-BQK-2-3,3.0
3850,A-BQK-2-4,3.0
3851,A-BQK-2-5,2.0
3852,A-BQK-2-6,2.125
3853,A-BQK-3-0,3.0
3854,A-BQK-3-1,3.0
3855,A-BQK-3-2,3.0
3856,A-BQK-3-3,3.0
3857,A-BQK-3-4,3.0
3858,A-BQK-3-5,2.0
3859,A-BQK-3-6,3.0
3860,A-BQK-4-0,3.0
3861,A-BQK-4-1,3.0
3862,A-BQK-4-2,3.0
3863,A-BQK-4-3,3.0
3864,A-BQK-4-4,3.0
3865,A-BQK-4-5,2.0
3866,A-BQK-4-6,3.0
3867,A-BQK-5-0,3.0
3868,A-BQK-5-1,3.0
3869,A-BQK-5-2,3.0
3870,A-BQK-5-3,3.0
3871,A-BQK-5-4,3.0
3872,A-BQK-5-5,1.875
3873,A-BQK-5-6,2.75
3874,A-BQK-6-0,3.0
3875,A-BQK-6-1,3.0
3876,A-BQK-6-2,3.0
3877,A-BQK-6-3,3.0
3878,A-BQK-6-4,3.0
3879,A-BQK-6-5,2.8
3880,A-BQK-6-6,3.0
3881,A-BQK-7-0,2.9
3882,A-BQK-7-1,3.0
3883,A-BQK-7-2,3.0
3884,A-BQK-7-3,2.875
3885,A-BQK-7-4,2.875
3886,A-BQK-7-5,3.0
3887,A-BQK-7-6,3.0
3888,A-BQK-8-0,3.0
3889,A-BQK-8-1,3.0
3890,A-BQK-8-2,3.0
3891,A-BQK-8-3,3.0
3892,A-BQK-8-4,3.0
3893,A-BQK-8-5,2.4444444444444446
3894,A-BQK-8-6,3.0
3895,A-BQK-9-0,3.0
3896,A-BQK-9-1,3.0
3897,A-BQK-9-2,3.0
3898,A-BQK-9-3,3.0
3899,A-BQK-9-4,3.0
3900,A-BQK-9-5,2.0
3901,A-BQK-9-6,2.8
3902,A-BQN-1-0,4.111111111111111
3903,A-BQN-1-1,4.1
3904,A-BQN-1-2,4.1
3905,A-BQN-1-3,5.555555555555555
3906,A-BQN-1-4,5.5
3907,A-BQN-1-5,4.875
3908,A-BQN-1-6,5.375
3909,A-BQN-10-0,5.222222222222222
3910,A-BQN-10-1,4.7
3911,A-BQN-10-2,4.2
3912,A-BQN-10-3,5.666666666666667
3913,A-BQN-10-4,5.5
3914,A-BQN-10-5,5.5
3915,A-BQN-10-6,6.125
3916,A-BQN-11-0,6.375
3917,A-BQN-11-1,6.25
3918,A-BQN-11-2,6.0
3919,A-BQN-11-3,6.555555555555555
3920,A-BQN-11-4,6.4
3921,A-BQN-11-5,6.777777777777778
3922,A-BQN-11-6,6.625
3923,A-BQN-12-0,6.5
3924,A-BQN-12-1,5.666666666666667
3925,A-BQN-12-2,5.875
3926,A-BQN-12-3,7.125
3927,A-BQN-12-4,7.625
3928,A-BQN-12-5,7.111111111111111
3929,A-BQN-12-6,7.0
3930,A-BQN-2-0,4.5
3931,A-BQN-2-1,3.25
3932,A-BQN-2-2,3.5
3933,A-BQN-2-3,5.125
3934,A-BQN-2-4,5.5
3935,A-BQN-2-5,5.25
3936,A-BQN-2-6,5.25
3937,A-BQN-3-0,5.875
3938,A-BQN-3-1,4.75
3939,A-BQN-3-2,5.375
3940,A-BQN-3-3,5.222222222222222
3941,A-BQN-3-4,5.9
3942,A-BQN-3-5,5.1
3943,A-BQN-3-6,5.444444444444445
3944,A-BQN-4-0,6.0
3945,A-BQN-4-1,4.888888888888889
3946,A-BQN-4-2,5.25
3947,A-BQN-4-3,5.5
3948,A-BQN-4-4,6.0
3949,A-BQN-4-5,5.5
3950,A-BQN-4-6,5.444444444444445
3951,A-BQN-5-0,6.75
3952,A-BQN-5-1,6.111111111111111
3953,A-BQN-5-2,6.2
3954,A-BQN-5-3,6.8
3955,A-BQN-5-4,6.888888888888889
3956,A-BQN-5-5,6.25
3957,A-BQN-5-6,6.75
3958,A-BQN-6-0,6.875
3959,A-BQN-6-1,7.0
3960,A-BQN-6-2,6.875
3961,A-BQN-6-3,6.875
3962,A-BQN-6-4,6.666666666666667
3963,A-BQN-6-5,6.8
3964,A-BQN-6-6,7.0
3965,A-BQN-7-0,6.5
3966,A-BQN-7-1,7.0
3967,A-BQN-7-2,6.444444444444445
3968,A-BQN-7-3,7.5
3969,A-BQN-7-4,6.5
3970,A-BQN-7-5,7.0
3971,A-BQN-7-6,7.444444444444445
3972,A-BQN-8-0,5.75
3973,A-BQN-8-1,5.75
3974,A-BQN-8-2,5.333333333333333
3975,A-BQN-8-3,6.4
